model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.46877853724909374,0.8469785379421083,0.6034445411945344,0.750026519365844,0.830344920601737,0.44206398507975175,0.3976246391188293,0.13218786292664042,0.42666623653138913,0.43639473716046195
LogReg,0.47124182925630187,0.863015584005964,0.6095710377246203,0.7564969995268797,0.8451288483575509,0.4532505862894748,0.4054158004259774,0.0,,0.43888315375185505
RandomForest,0.46173424763133425,0.839479003885249,0.5957220793850659,0.7428952967080399,0.8246374028394697,0.4293254692655868,0.3851843214207033,0.0,,0.4728136694302858
KNN,0.45730853077901673,0.7918467118750986,0.5796890177540803,0.7261323842409346,0.7899772281084614,0.40080818134749485,0.3666024481321249,0.0,,0.5256363313762178
XGBoost,0.4819432925861228,0.8287866840618774,0.6094253482676721,0.7533967900168104,0.8346433925880469,0.4493082496928064,0.41210564691621815,0.0,,0.4637256839150913
