bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_Contract=two_year|L2_tenure=mid_term|L3_InternetService=dsl,0.0,0.0,0.0,0.5,0.41666666666666663,0.0,0.0,0.14864864864864866,0.02702702702702703,0.0,37,0.2,0.1
L1_Contract=month_to_month|L2_tenure=mid_term|L3_InternetService=OTHER,0.0,0.0,0.0,1.0,,0.0,,0.045454545454545456,0.09090909090909091,0.0,11,0.2,0.1
L1_Contract=one_year|L2_tenure=short_term|L3_InternetService=dsl,0.5,0.5,0.5,0.6944444444444444,0.6666666666666666,0.3888888888888889,0.38888888888888895,0.5909090909090909,0.09090909090909091,0.18181818181818182,11,0.2,0.1
L1_Contract=month_to_month|L2_tenure=long_term|L3_InternetService=dsl,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,4,0.2,0.1
L1_Contract=two_year|L2_tenure=short_term|L3_InternetService=OTHER,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,14,0.2,0.1
L1_Contract=two_year|L2_tenure=short_term|L3_InternetService=dsl,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,4,0.2,0.1
L1_Contract=one_year|L2_tenure=new|L3_InternetService=fiber,0.3333333333333333,1.0,0.5,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,3,0.2,0.1
L1_Contract=two_year|L2_tenure=new|L3_InternetService=dsl,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,4,0.2,0.1
L1_Contract=two_year|L2_tenure=long_term,0.0,0.0,0.0,0.4973821989528796,0.7350785340314137,-0.01158646656857201,-0.00857632933104635,0.15051020408163265,0.03571428571428571,0.00510204081632653,196,0.2,0.1
L1_Contract=two_year,0.0,0.0,0.0,0.4954128440366973,0.6982670744138634,-0.01574656713048096,-0.013574660633484115,0.15773809523809523,0.02976190476190476,0.008928571428571428,336,0.2,0.1
L1_Contract=month_to_month|L2_tenure=new,0.5753846153846154,0.8904761904761904,0.6990654205607477,0.5820802005012531,0.7216541353383459,0.21003058400649507,0.16903225806451616,0.535,0.105,0.8125,400,0.2,0.1
L1_Contract=month_to_month,0.5034722222222222,0.8814589665653495,0.6408839779005525,0.6186574112106027,0.7378214080341741,0.2692588235023868,0.2162860271340198,0.5472186287192755,0.11901681759379043,0.7451487710219923,773,0.2,0.1
L1_Contract=one_year|L2_tenure=mid_term,0.08,0.10526315789473684,0.0909090909090909,0.47795625427204375,0.6708817498291182,-0.0392059234279882,-0.03872710897628351,0.5028901734104047,0.21965317919075145,0.14450867052023122,173,0.2,0.1
L1_Contract=one_year,0.21428571428571427,0.25,0.23076923076923075,0.5625,0.7210648148148148,0.11706544723733418,0.11660777385159016,0.4633333333333333,0.18,0.14,300,0.2,0.1
L1_Contract=month_to_month|L2_tenure=short_term,0.44166666666666665,0.9464285714285714,0.6022727272727272,0.641531117397454,0.7254243281471005,0.3194810818979528,0.22562006764374287,0.5222929936305732,0.10191082802547771,0.7643312101910829,157,0.2,0.1
L1_Contract=month_to_month|L2_tenure=long_term,0.3333333333333333,1.0,0.5,0.8235294117647058,0.8235294117647058,0.464420364012824,0.3548387096774194,0.3,0.0,0.45,20,0.2,0.1
L1_Contract=month_to_month|L2_tenure=mid_term,0.38524590163934425,0.7833333333333333,0.5164835164835164,0.6159313725490196,0.7007352941176471,0.2204348608608733,0.17991631799163166,0.6173469387755102,0.17346938775510204,0.6224489795918368,196,0.2,0.1
L1_Contract=two_year|L2_tenure=new,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,13,0.2,0.1
L1_Contract=one_year|L2_tenure=long_term,0.6,0.375,0.4615384615384615,0.6682692307692308,0.846153846153846,0.4139186771923578,0.4,0.375,0.11666666666666667,0.08333333333333333,60,0.2,0.1
L1_Contract=one_year|L2_tenure=short_term,0.3333333333333333,0.5,0.4,0.6759259259259259,0.8333333333333334,0.29855619650098675,0.2900763358778625,0.3709677419354839,0.0967741935483871,0.1935483870967742,31,0.2,0.1
L1_Contract=two_year|L2_tenure=mid_term,0.0,0.0,0.0,0.49047619047619045,0.6023809523809524,-0.02668446224199838,-0.02507836990595602,0.21559633027522937,0.027522935779816515,0.01834862385321101,109,0.2,0.1
L1_Contract=one_year|L2_tenure=new,0.3333333333333333,0.4,0.3636363636363636,0.635483870967742,0.6064516129032258,0.2514474228374849,0.25,0.5,0.16666666666666666,0.16666666666666666,36,0.2,0.1
L1_Contract=two_year|L2_tenure=short_term,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,18,0.2,0.1
