fold,model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
1,BTTWD,0.48542210617928633,0.9493617021276596,0.6423841059602649,0.5284544359694902,0.6495102368526696,0.10422121997415179,0.05398817866065453,0.1314,0.855,0.5206
2,BTTWD,0.48850325379609544,0.9578902594640578,0.6470334722022697,0.5338715170479972,0.6446222011982082,0.12608086263496165,0.06426949038676877,0.1348,0.8634,0.5264
3,BTTWD,0.4883467654105859,0.9536367503190132,0.6459233650244887,0.5334435167223605,0.6434467457925345,0.1218130810325903,0.06348476025286065,0.1262,0.8714,0.5235
4,BTTWD,0.4851184010427982,0.949808592088473,0.642220304860512,0.5275656776976907,0.6477259461970433,0.10177713526246163,0.05231279101958208,0.0924,0.898,0.5236
5,BTTWD,0.4882921589688507,0.9668226286686517,0.6488723950899229,0.5338076903252658,0.662060866126219,0.13315068370838787,0.0640829268181331,0.0478,0.9434,0.521
1,LogReg,0.47,1.0,0.6394557823129251,0.5,0.644808671216379,0.0,0.0,0.0,,0.53
2,LogReg,0.47084752554598275,0.9995746490854955,0.640152546989921,0.5012973283177572,0.6411767624484991,0.03055147254633729,0.00244050928243833,0.0,,0.5288
3,LogReg,0.47038815526210487,1.0,0.6398149408082733,0.5003775009437523,0.6476201303221251,0.018845263200145332,0.0007100357252768363,0.0,,0.5294
4,LogReg,0.4704822893736242,1.0,0.6399020141535111,0.5005662514156285,0.6468554942123212,0.0230829487884876,0.0010650775522335065,0.0,,0.5292
5,LogReg,0.47038815526210487,1.0,0.6398149408082733,0.5003775009437523,0.6514266115524923,0.018845263200145332,0.0007100357252768363,0.0,,0.5294
1,RandomForest,0.47371650644303537,0.985531914893617,0.6398673849979278,0.507294259333601,0.6390088317944601,0.04941929612787583,0.013747758517633102,0.0,,0.535
2,RandomForest,0.47430668841761825,0.9893662271373883,0.6412129565816678,0.5080843970719029,0.6354636686251434,0.05880768428619932,0.015238046813381478,0.0,,0.5306
3,RandomForest,0.474468954248366,0.9880901743938749,0.6410928660135228,0.5083901230595271,0.6339107122757175,0.05868515363891679,0.01581715403835071,0.0,,0.5314
4,RandomForest,0.474500203998368,0.9893662271373883,0.641389769750448,0.5084618980156552,0.6393990878639466,0.06093479928035428,0.015950306738996334,0.0,,0.5302
5,RandomForest,0.47396257119609436,0.9910676307954062,0.6412549883032889,0.5074250951259024,0.6484946768513243,0.05767050191861859,0.013991561855520307,0.0,,0.5298
1,KNN,0.48977556109725684,0.8357446808510638,0.6176100628930818,0.5318346045764752,0.5835108791649939,0.079743728913953,0.06122133868601887,0.0,,0.6408
2,KNN,0.49368029739776953,0.8472990216928966,0.6238647040400876,0.5380322968034132,0.5860293500159526,0.09619763980086951,0.07311866627872965,0.0,,0.624
3,KNN,0.4946047678795483,0.8383666524883029,0.6221590909090908,0.5390398758855255,0.5815691065174068,0.09688544396116976,0.07514218626497304,0.0,,0.6308
4,KNN,0.4909943251912164,0.8464483198638877,0.6214865708931918,0.5338319364513852,0.584354119328514,0.08619078861708947,0.06501638458498982,0.0,,0.6292
5,KNN,0.49343897004208964,0.8477243726074011,0.6237871674491393,0.5376787208450369,0.589390890746474,0.09545415104944874,0.07243223855129044,0.0,,0.624
1,XGBoost,0.4758974358974359,0.9872340425531915,0.6422145328719723,0.5115415495784825,0.6554624648735448,0.07379189592153278,0.021759697256386046,0.0,,0.529
2,XGBoost,0.4768062397372742,0.9880901743938749,0.6432230375190364,0.5129201343845554,0.6502212900576914,0.08165930805705665,0.024370372479263658,0.0,,0.5266
3,XGBoost,0.47564469914040114,0.9885155253083794,0.6422550780710239,0.5106790537074173,0.6531779525960937,0.07141688491506266,0.020136812971708218,0.0,,0.5286
4,XGBoost,0.4769831483764899,0.987239472564866,0.6432035471802687,0.5132497853575557,0.656466273237142,0.08189694107828993,0.024995554737014647,0.0,,0.527
5,XGBoost,0.4746109746109746,0.9859634198213526,0.64077401520387,0.5086479990763992,0.663941787459743,0.05734507191174174,0.01630771802163633,0.0,,0.533
