model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.48713653707952337,0.9555039865335709,0.6452867286274916,0.5314285675525608,0.6494731992333349,0.11740859652251065,0.059627629427599825,0.15999999999999998,0.8256,0.52722
LogReg,0.47042122508876333,0.9999149298170991,0.6398280450145808,0.500523716324178,0.6463775339503632,0.01826498954702311,0.000985131657045102,0.0,,0.5293599999999999
RandomForest,0.4741909848606964,0.988684434871535,0.640963593129371,0.5079311545213177,0.6392553954821183,0.05710348705039296,0.014948965592776387,0.0,,0.5314
KNN,0.4924987843215761,0.8431166095007105,0.6217815192369184,0.5360834869123672,0.5849708691546682,0.0908943504685061,0.06938616287320036,0.0,,0.62976
XGBoost,0.47598849955251515,0.9874085269283329,0.6423340421692343,0.511407704420882,0.655853953644843,0.07322202037673675,0.02151403109320178,0.0,,0.52884
