bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_proto=tcp|L2_service=ftp,L2,L1_proto=tcp,987,273,0.5035460992907801,0.5311355311355311,0.3,0.1,0.46886446886446886,0.6937799043062202,0.5311355311355311,1.0,0.0,1.0,True,273,1260,0.5095238095238095,0.5,0.496551724137931,bac_regret,0.031135531135531136,0.2753589922847722,-0.24422346114924104,True,ROOT,,292.0,0.5205479452054794,0.0,1.0,0.4794520547945205,1,0.5095238095238095
L1_proto=tcp|L2_service=ftp-data,L2,L1_proto=tcp,889,238,0.30708661417322836,0.36134453781512604,0.3,0.1,0.6386554621848739,0.5308641975308642,0.36134453781512604,1.0,0.0,1.0,True,238,1127,0.318544809228039,0.5,0.5,bac_regret,-0.1386554621848739,0.2753589922847722,-0.4140144544696461,True,ROOT,,269.0,0.3271375464684015,0.0,0.9962825278810409,0.6691449814126395,1,0.318544809228039
L1_proto=ospf|L2_service=-,L2,L1_proto=ospf,421,114,0.9334916864608076,0.9385964912280702,0.3,0.1,0.06140350877192982,0.9683257918552036,0.9385964912280702,1.0,0.0,1.0,False,114,535,0.9345794392523364,0.5,0.8351134846461951,bac_regret,0.4385964912280702,0.2753589922847722,0.16323749894329803,False,L1_proto=ospf|L2_service=-,,141.0,0.9787234042553191,0.0,1.0,0.02127659574468085,1,0.9345794392523364
L1_proto=ospf,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,535,0.9345794392523364,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,0.9345794392523364
L1_proto=tcp|L2_service=pop3,L2,L1_proto=tcp,279,64,1.0,1.0,0.3,0.1,,,,,,,True,0,343,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,80.0,1.0,0.0,1.0,0.0,1,1.0
L1_proto=sctp|L2_service=-,L2,L1_proto=sctp,207,56,1.0,1.0,0.3,0.1,,,,,,,True,0,263,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,61.0,1.0,0.0,1.0,0.0,1,1.0
L1_proto=sctp,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,263,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,1.0
L1_proto=tcp|L2_service=others,L2,L1_proto=tcp,184,35,0.2391304347826087,0.11428571428571428,0.3,0.1,,,,,,,True,0,219,0.2191780821917808,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,0.2191780821917808
L1_proto=any,L1,ROOT,0,13,,1.0,0.3,0.1,,,,,,,True,0,76,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,1.0
L1_proto=any|L2_service=-,L2,L1_proto=any,63,13,1.0,1.0,0.3,0.1,,,,,,,True,0,76,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,20.0,1.0,0.0,1.0,0.0,1,1.0
