model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.6207409565186299,0.9956101781304951,0.7647032127320258,0.6251564404165989,0.8820390641782329,0.38754135595188,0.26857160950610115,0.00017004515750580694,0.8830102526973495,0.3471007409442886
LogReg,0.6205500812745328,0.9946616203306068,0.7642786046456078,0.6247362155707089,0.8813646778614583,0.3854302253683458,0.26763673194386717,0.0,,0.34958458447837304
RandomForest,0.6207343894274067,0.9956542990217372,0.7647112110176163,0.6251514738351929,0.8823621327108404,0.38759608540400875,0.2685637702563136,0.0,,0.3469246248792466
KNN,0.7539335406659697,0.7040717933079066,0.7264929019798403,0.7096710317890884,0.7566122712268896,0.41947422522226907,0.4163476688220592,0.0,,0.9426472384643555
XGBoost,0.6207204021907191,0.9956322385761162,0.7646941827823751,0.6251269300988689,0.8823908144491643,0.38751973855602273,0.26851124222006284,0.0,,0.34699750011084446
