fold,model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
1,BTTWD,0.32173174872665533,0.16681338028169015,0.21971014492753624,0.5613128952066564,0.6741608990576575,0.16537031740903507,0.15532199712192984,0.022256067603419475,0.010710425469195244,0.32644689004618255
2,BTTWD,0.363905325443787,0.16248348745046234,0.22465753424657534,0.5634063272889962,0.6833267412201308,0.18350943966345823,0.1672972524809121,0.021962364270623494,0.009089569105291604,0.325013511521643
3,BTTWD,0.3169291338582677,0.14178775869660942,0.19592333434742928,0.5517035242990844,0.6729132114082181,0.14949977526997263,0.13635021068018582,0.021421903404903454,0.007910381761902422,0.3287230383727215
4,BTTWD,0.3386295928500497,0.15015411712901805,0.2080536912751678,0.5566609541512804,0.6796451787154277,0.1645263078792779,0.14976587998005908,0.01842480224045595,0.008549108239571562,0.32690512455166315
5,BTTWD,0.30792377131394183,0.13512323943661972,0.187825022942796,0.5484808166653814,0.6704636817225459,0.14146855689663138,0.1284824657488779,0.018817864688252348,0.010710951702451727,0.328231710312976
1,LogReg,0.4248927038626609,0.04357394366197183,0.07904191616766466,0.5180816295015975,0.6616629632067375,0.10705136683706565,0.05951247654172842,0.0,,0.3268644983786971
2,LogReg,0.4727272727272727,0.034346103038309116,0.06403940886699507,0.514767344185895,0.6825609407624964,0.10369923970957216,0.04967467244535262,0.0,,0.327519284626345
3,LogReg,0.3869047619047619,0.028621752531924262,0.053300533005330046,0.5114627399978502,0.670022312854241,0.0797776463217275,0.03852116347607426,0.0,,0.33022158895494524
4,LogReg,0.4467005076142132,0.038749449581682076,0.0713128038897893,0.5163606776721594,0.6696400823081465,0.10522714704920422,0.05446997279697796,0.0,,0.32712622217854864
5,LogReg,0.3709677419354839,0.030369718309859156,0.05614320585842149,0.5119494186372591,0.6634698337138588,0.07908880936362661,0.03992335483624354,0.0,,0.33046725298481794
1,RandomForest,0.4523809523809524,0.03345070422535211,0.06229508196721311,0.5141813857372751,0.6486883257569974,0.09871798598178079,0.047656410274867333,0.0,,0.32819101896433134
2,RandomForest,0.5594405594405595,0.03522677234698371,0.06628003314001657,0.5158713222425108,0.6640824706236979,0.11965303780301248,0.05377129246850354,0.0,,0.32604530044710855
3,RandomForest,0.45323741007194246,0.02774108322324967,0.05228215767634854,0.5117690041710763,0.650265442749652,0.08998455663718163,0.039924912729181083,0.0,,0.3291898000294797
4,RandomForest,0.4838709677419355,0.03302509907529723,0.06183017312448476,0.5143004048633869,0.6521402743244472,0.10358338406595936,0.04826023669117563,0.0,,0.3276175502382941
5,RandomForest,0.5328947368421053,0.035651408450704226,0.06683168316831684,0.5158623172445436,0.64146964393796,0.11603894869048949,0.05358205072078959,0.0,,0.3264383628949049
1,KNN,0.23291492329149233,0.07350352112676056,0.11174305787888927,0.5215432659278311,0.5636269572417361,0.07359897840138517,0.061482883535824095,0.0,,0.33728014149552915
2,KNN,0.24057971014492754,0.07309555261999119,0.1121242823370483,0.5220582286935814,0.5854920860305108,0.07675081490345903,0.06341915868710246,0.0,,0.33601926005994204
3,KNN,0.24121405750798722,0.06649053280493175,0.10424577148774596,0.5201106573990371,0.567571132846496,0.07334497651536855,0.0588623007725908,0.0,,0.3358227288360438
4,KNN,0.24769230769230768,0.07089387934830471,0.11023622047244096,0.5219252053527277,0.5599744225033656,0.07852041891078371,0.06374233030347021,0.0,,0.33503660394045104
5,KNN,0.212481426448737,0.06294014084507042,0.09711375212224109,0.5168138014108655,0.5629062801119532,0.05922311093561516,0.048571984062367846,0.0,,0.3398516189259569
1,XGBoost,0.481981981981982,0.04709507042253521,0.08580593424218125,0.5203675772420164,0.6745803740705488,0.12350280333207046,0.06727058597854874,0.0,,0.3247518915200943
2,XGBoost,0.5,0.041391457507705856,0.07645384302562017,0.5180964587615954,0.6853079549394604,0.11911798955920595,0.06042322406304923,0.0,,0.3255048395813885
3,XGBoost,0.4942528735632184,0.03786878027300748,0.07034764826175868,0.5165010309948159,0.6777076161335773,0.11286217903940737,0.05534519718985931,0.0,,0.3263892300889304
4,XGBoost,0.5027932960893855,0.03963011889035667,0.07346938775510203,0.5173540484950622,0.6844873622590487,0.11704155367526989,0.05811244725783138,0.0,,0.3258487692232103
5,XGBoost,0.455026455026455,0.037852112676056336,0.06989028850060951,0.5160777625489679,0.6707937812706669,0.10557272854764403,0.053664522733199105,0.0,,0.32727362059647225
