model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.2751139490497148,0.24231860227857677,0.25751892329259857,0.5810139844857536,0.6761019424247959,0.17136896953948297,0.17087462772533318,0.14841892662889505,0.018149510312677614,0.39335332636700276
LogReg,0.35796778958515546,0.07739734310752229,0.12720992113451526,0.5299550681812566,0.669471226569096,0.12292970294693566,0.09111116852920598,0.0,,0.4273824388749537
RandomForest,0.36678575016744686,0.0912210604002704,0.14608385675589539,0.5357110650244353,0.6513292314785509,0.13690198299681983,0.1063465275301418,0.0,,0.4232651498052592
KNN,0.17479725312229183,0.2211848645815891,0.19524455884258224,0.5450071206304596,0.5679141757468124,0.08138531622512342,0.08064486838731193,0.0,,0.4641923552298879
XGBoost,0.3871359068554984,0.09835390037273398,0.15682405242414638,0.5393715023827867,0.6785754177346605,0.14940617865874004,0.11684156257670704,0.0,,0.41991431030075865
