fold,model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
1,BTTWD,0.45041322314049587,0.6566265060240963,0.5343137254901961,0.7144433899983496,0.764543351058343,0.3808584435039828,0.36850781720849435,0.153,0.22266666666666668,0.39525
2,BTTWD,0.43271767810026385,0.6179351921627732,0.5090006207324643,0.6939451265757157,0.7513719001120935,0.346322757615657,0.33634768892801126,0.17933333333333334,0.19633333333333333,0.4073333333333333
3,BTTWD,0.44421162912519646,0.6390354182366239,0.5241038318912238,0.7059932066573661,0.7606398152835211,0.36711196714122096,0.356075752809468,0.13083333333333333,0.2215,0.40841666666666665
4,BTTWD,0.4490986214209968,0.6382818387339865,0.5272331154684096,0.7079703651191867,0.7612751087675016,0.37184488686934236,0.36143182762779147,0.17583333333333334,0.18766666666666668,0.39525
5,BTTWD,0.427624872579001,0.6322532027128862,0.5101854667072058,0.6959682448402864,0.7591588614289371,0.3467499377118384,0.33461151803570377,0.14766666666666667,0.226,0.41183333333333333
1,LogReg,0.4460580912863071,0.6475903614457831,0.5282555282555282,0.7094972355174121,0.7541534932538374,0.3724786179836535,0.36067626244239426,0.0,,0.412
2,LogReg,0.44256940664126293,0.6126601356443104,0.5139064475347661,0.6967644782651254,0.736865212477006,0.3543661762062258,0.3459309434060157,0.0,,0.42766666666666664
3,LogReg,0.44177545691906006,0.6375282592313489,0.5219000616903146,0.7043836459863143,0.7464504115498758,0.3639393962290049,0.3527999059124165,0.0,,0.4186666666666667
4,LogReg,0.4587310499719259,0.6156744536548606,0.5257400257400258,0.7046914960335078,0.7462330297459907,0.3719002114935264,0.36471112529887806,0.0,,0.4156666666666667
5,LogReg,0.4370015948963317,0.6194423511680482,0.5124688279301746,0.6964106684151818,0.7426461493506524,0.3514294294827532,0.3417428074669262,0.0,,0.429
1,RandomForest,0.4560810810810811,0.6099397590361446,0.5219072164948454,0.7015880302030038,0.7593418139596055,0.366658498775908,0.3597443119063397,0.0,,0.42
2,RandomForest,0.4462081128747795,0.5719668425018839,0.5013210039630118,0.6851916386701588,0.7473109080673321,0.34107417930796374,0.336436117035091,0.0,,0.441
3,RandomForest,0.45648512071869735,0.6126601356443104,0.5231660231660232,0.7027563464440255,0.756923844284318,0.36838427382368677,0.36126315311596835,0.0,,0.41833333333333333
4,RandomForest,0.4681603773584906,0.5983421250941975,0.5253059874297056,0.702659185808387,0.7591057254464592,0.3735773919483078,0.3686209449478529,0.0,,0.41683333333333333
5,RandomForest,0.4492099322799097,0.5998492840994725,0.5137141013230073,0.6954949395031922,0.753395905320226,0.35571282152312866,0.3490801888286553,0.0,,0.42816666666666664
1,KNN,0.37434094903339193,0.641566265060241,0.47280799112097666,0.6683858722561479,0.7028844455304093,0.28813441653489597,0.26824308502553185,0.0,,0.47533333333333333
2,KNN,0.3575268817204301,0.6013564431047476,0.44844057319471764,0.6472435971141115,0.6826773149347911,0.2528699507637618,0.23669524425752186,0.0,,0.5035
3,KNN,0.35426591598094415,0.6164280331574982,0.44994499449944997,0.6486805263155349,0.6896761059500851,0.2536491716351507,0.2350799475315839,0.0,,0.503
4,KNN,0.3620137299771167,0.5960813865862848,0.45045558086560367,0.6488859746969515,0.6880668678039649,0.25682904934959727,0.24179975001653242,0.0,,0.5003333333333333
5,KNN,0.3644144144144144,0.6096458176337604,0.45616013532562727,0.6538492302378089,0.6848741935062508,0.26450646299476804,0.2479590802410897,0.0,,0.49416666666666664
1,XGBoost,0.4773662551440329,0.6114457831325302,0.5361505447342357,0.7105816244429775,0.7690013854648045,0.3879404296173483,0.3826954373064607,0.0,,0.4061666666666667
2,XGBoost,0.4597213809812235,0.5719668425018839,0.5097380792478173,0.6905415209727481,0.7590548471385024,0.354147952061772,0.3504493392749918,0.0,,0.43266666666666664
3,XGBoost,0.46638905413444376,0.5908063300678221,0.5212765957446808,0.6994262765254582,0.7632773435427526,0.3686126791228667,0.364080530368614,0.0,,0.421
4,XGBoost,0.48569651741293535,0.5885455915599096,0.5321976149914822,0.705785742495127,0.7631426087525848,0.38565986226981513,0.3825683716713555,0.0,,0.41083333333333333
5,XGBoost,0.46407185628742514,0.5840241145440844,0.5171838505171837,0.6962491640556929,0.7579396365563303,0.3634703417777666,0.3592534808580483,0.0,,0.4251666666666667
