Dataset,Num_Strong_Buckets,Regret_SBSR,Regret_Mean_Diff,Regret_Weighted_Mean_Diff,BAC_SBSR,BAC_Mean_Diff,BAC_Weighted_Mean_Diff,F1_SBSR,F1_Mean_Diff,F1_Weighted_Mean_Diff,POS_coverage_SBSR,POS_coverage_Mean_Diff,POS_coverage_Weighted_Mean_Diff,BND_ratio_SBSR,BND_ratio_Mean_Diff,BND_ratio_Weighted_Mean_Diff
adult_bttwd,80,0.6,-0.007413613393029811,-0.004834824501032347,0.5625,0.00911030535948833,0.01656329126783785,0.5875,0.01779290128994876,0.027217584007478566,0.6625,-0.019902179023238837,-0.017756366139022713,0.6625,-0.006670579145098364,-0.008878183069511355
bank_bttwd,110,0.6,-0.003649349389004654,-0.0014388707136798792,0.7545454545454545,0.0344877106207349,0.03586985679697672,0.7181818181818181,0.02939430740239669,0.020226862940862587,0.7181818181818181,0.015115403216951715,0.012056221979886102,0.8818181818181818,0.028768927280087016,0.03059493517508784
credit_default_bttwd,13,0.5384615384615384,-0.0011476794648036183,-0.001838792841977558,0.46153846153846156,0.0016203816631946784,0.014953807933871292,0.9230769230769231,0.08226608651076095,0.10812283973093326,0.6153846153846154,0.015243202589865699,0.009478313618441009,0.6153846153846154,0.01519872494162393,0.024264482863208987
diabetic_bttwd,26,0.6538461538461539,0.009205147377375093,0.00045978469392608524,0.6923076923076923,0.022799596082683095,0.009605407940329998,1.0,0.10433656884313458,0.0324157854532015,1.0,0.029172817411326532,0.0015854644618140887,0.6153846153846154,-0.1593246435305944,-0.006865061119655036
hospital_bttwd,51,0.6274509803921569,-0.009996260573902488,-0.008313220702601239,0.35294117647058826,-0.010897377382706205,-0.012434382417206045,0.5686274509803921,0.0011917717613824205,0.00061984928469655,0.7254901960784313,-0.04354652806780551,-0.04934298739608475,0.7254901960784313,-0.023677861031748973,-0.024403325288281045
online_shoppers,37,0.6486486486486487,-0.011815817277458267,-0.004456916474083867,1.0,0.0,0.0,1.0,0.0,0.0,0.4594594594594595,-0.03412023598985419,-0.025916143941895016,0.7297297297297297,0.01785556142681518,0.00594255529877848
telco_churn,30,0.8,0.008497748228396714,0.00900252070579763,0.6666666666666666,0.0018958818538647967,0.0007911644437322243,0.7333333333333333,0.009215926101147376,0.007043830409932392,0.6666666666666666,-0.01310473338551672,-0.0018005041411594971,0.7666666666666667,0.007511166803840448,0.011523226503420938
weatherAUS_bttwd,84,0.5595238095238095,-0.00587439294261764,-0.004680255445717785,0.32142857142857145,-0.029950963009582686,-0.002573956177647959,0.44047619047619047,0.009598167215390554,0.027963542863626335,0.6428571428571429,-0.021840910856313494,-0.015571691015659177,0.7023809523809523,0.02109969573730236,0.015921616656460493
