bucket_id,parent_id,level,n_train,n_val,BAC,F1,AUC,Regret,BND_ratio,POS_coverage,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket
ROOT,,0,9491,4066,0.745705758384051,0.6101694915254238,0.9315639344815685,0.1160846040334481,0.07722577471716675,0.11436301032956223,f1_regret_bnd,0.4168591127748089,-0.11674284871719257,0.5336019614920015,False,ROOT
L1_age=30-40,ROOT,1,3725,1614,0.7269436863476003,0.5740740740740742,0.9291503028689342,0.11090458488228006,0.07868649318463444,0.09789343246592318,f1_regret_bnd,0.3844829960071597,0.4168591127748089,-0.03237611676764923,True,ROOT
L1_age=40-50,ROOT,1,2364,1043,0.7656716417910447,0.6133333333333333,0.9432734287744949,0.09971236816874401,0.0862895493767977,0.11505273250239693,f1_regret_bnd,0.42733141578779166,0.4168591127748089,0.010472303012982742,False,L1_age=40-50
L1_age=50-60,ROOT,1,1664,766,0.820019603038471,0.6516853932584269,0.9500499500499501,0.08746736292428199,0.06135770234986945,0.13185378590078328,f1_regret_bnd,0.5028603279842754,0.4168591127748089,0.08600121520946646,False,L1_age=50-60
L1_age=<=30,ROOT,1,1510,611,0.7355769230769231,0.6292134831460674,0.9271978021978022,0.1362520458265139,0.10638297872340426,0.14238952536824878,f1_regret_bnd,0.38657845859614925,0.4168591127748089,-0.03028065417865966,True,ROOT
L1_age=>60,ROOT,1,286,131,0.5754694835680751,0.7162162162162162,0.7732394366197183,0.3015267175572519,0.16793893129770993,0.6717557251908397,f1_regret_bnd,0.2467505673612544,0.4168591127748089,-0.17010854541355452,True,ROOT
L1_age=30-40|L2_job=blue_collar,L1_age=30-40,2,1269,541,0.6456008779952442,0.5079365079365079,0.9399579293945491,0.08964879852125693,0.09426987060998152,0.03512014787430684,f1_regret_bnd,0.32401783880526946,0.3844829960071597,-0.06046515720189022,True,ROOT
L1_age=30-40|L2_job=no_income,L1_age=30-40,2,154,63,0.6292307692307693,0.5599999999999999,0.8476923076923077,0.2222222222222222,0.20634920634920634,0.19047619047619047,f1_regret_bnd,0.1314285714285714,0.3844829960071597,-0.2530544245785883,True,ROOT
L1_age=30-40|L2_job=retired,L1_age=30-40,2,27,9,1.0,1.0,1.0,0.0,0.0,0.027777777777777776,f1_regret_bnd,,0.3844829960071597,,True,ROOT
L1_age=30-40|L2_job=self_emp,L1_age=30-40,2,264,118,0.8784090909090909,0.7368421052631579,0.9693181818181819,0.05296610169491525,0.0847457627118644,0.09322033898305085,f1_regret_bnd,0.5991302408563782,0.3844829960071597,0.21464724484921854,False,L1_age=30-40|L2_job=self_emp
L1_age=30-40|L2_job=unknown,L1_age=30-40,2,33,18,0.8833333333333333,0.7692307692307692,0.9888888888888889,0.05392156862745098,0.0392156862745098,0.13725490196078433,f1_regret_bnd,,0.3844829960071597,,True,ROOT
L1_age=30-40|L2_job=white_collar,L1_age=30-40,2,2038,880,0.7297309320148959,0.5803108808290156,0.9156572910179336,0.11534090909090909,0.0715909090909091,0.10454545454545454,f1_regret_bnd,0.3933790626471974,0.3844829960071597,0.008896066640037725,False,L1_age=30-40|L2_job=white_collar
L1_age=40-50|L2_job=blue_collar,L1_age=40-50,2,888,376,0.5782025486250838,0.35714285714285715,0.951307847082495,0.07513297872340426,0.10372340425531915,0.018617021276595744,f1_regret_bnd,0.17828647416413376,0.42733141578779166,-0.2490449416236579,True,L1_age=40-50
L1_age=40-50|L2_job=no_income,L1_age=40-50,2,92,51,0.711111111111111,0.5,0.8777777777777778,0.1715686274509804,0.11764705882352941,0.19607843137254902,f1_regret_bnd,0.2107843137254902,0.42733141578779166,-0.21654710206230146,True,L1_age=40-50
L1_age=40-50|L2_job=retired,L1_age=40-50,2,30,28,0.46296296296296297,0.0,0.9259259259259259,0.05357142857142857,0.10714285714285714,0.0,f1_regret_bnd,-0.1607142857142857,0.42733141578779166,-0.5880457015020774,True,L1_age=40-50
L1_age=40-50|L2_job=self_emp,L1_age=40-50,2,177,99,0.8245341614906833,0.7142857142857143,0.9347826086956522,0.06565656565656566,0.04040404040404041,0.0707070707070707,f1_regret_bnd,0.6082251082251082,0.42733141578779166,0.18089369243731657,False,L1_age=40-50|L2_job=self_emp
L1_age=40-50|L2_job=unknown,L1_age=40-50,2,50,29,0.5,0.0,0.7777777777777778,0.13793103448275862,0.0,0.0,f1_regret_bnd,-0.13793103448275862,0.42733141578779166,-0.5652624502705503,True,L1_age=40-50
L1_age=40-50|L2_job=white_collar,L1_age=40-50,2,1170,497,0.6972527472527472,0.4615384615384615,0.9170068027210885,0.11468812877263582,0.06237424547283702,0.09859154929577464,f1_regret_bnd,0.2844760872929886,0.42733141578779166,-0.14285532849480304,True,L1_age=40-50
L1_age=50-60|L2_job=blue_collar,L1_age=50-60,2,509,224,0.8125,0.6470588235294118,0.9720552884615385,0.06584821428571429,0.03571428571428571,0.08035714285714286,f1_regret_bnd,0.5454963235294118,0.5028603279842754,0.04263599554513642,False,L1_age=50-60|L2_job=blue_collar
L1_age=50-60|L2_job=no_income,L1_age=50-60,2,69,42,0.7777777777777777,0.7272727272727272,0.9490740740740742,0.10714285714285714,0.09523809523809523,0.11904761904761904,f1_regret_bnd,0.5248917748917749,0.5028603279842754,0.022031446907499475,False,L1_age=50-60|L2_job=no_income
L1_age=50-60|L2_job=retired,L1_age=50-60,2,253,134,0.78456510809452,0.7058823529411765,0.9431875314228255,0.10074626865671642,0.1044776119402985,0.12686567164179105,f1_regret_bnd,0.5006584723441616,0.5028603279842754,-0.00220185564011377,True,L1_age=50-60
