bucket_id,parent_id,level,n_train,n_val,BAC,F1,AUC,Regret,BND_ratio,POS_coverage,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,cluster_label,intra_cluster_avg_distance,merge_height
L1_age=very_old|L2_education=low|L3_hours-per-week=normal_hours,L1_age=very_old|L2_education=low,3,151,56,0.5,0.0,0.8238993710691824,0.0803571428571428,0.0,0.0,f1_regret_bnd,-0.0803571428571428,0.1666666666666666,-0.2470238095238095,True,ROOT,0,3.1343071158567444,3.1343071158567444
L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L1_age=young|L2_education=mid,3,153,67,0.5,0.0,0.8846153846153846,0.044776119402985,0.0,0.0,f1_regret_bnd,-0.044776119402985,-0.015228426395939,-0.0295476930070459,True,ROOT,0,3.1343071158567444,3.1343071158567444
L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L1_age=young|L2_education=high,3,151,70,0.8258706467661692,0.8,1.0,0.0142857142857142,0.0285714285714285,0.0285714285714285,f1_regret_bnd,0.7714285714285716,0.6880570409982173,0.0833715304303542,False,L1_age=young|L2_education=high|L3_hours-per-week=high_hours,1,,7.083510351759909
