bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,fallback_from_children,parent_id,is_weak,effective_bucket_id
L1_Location=Melbourne|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,154,0,154,0,L1_Location=Melbourne|L2_RainToday=rain_today_no,True,L1_Location=Melbourne|L2_RainToday=rain_today_no
L1_Location=Melbourne|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,397,0,397,0,L1_Location=Melbourne|L2_RainToday=rain_today_yes,True,L1_Location=Melbourne|L2_RainToday=rain_today_yes
L1_Location=Melbourne|L2_RainToday=rain_today_yes,2,0,580,0,580,L1_Location=Melbourne,False,L1_Location=Melbourne|L2_RainToday=rain_today_yes
L1_Location=Melbourne|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,183,0,183,0,L1_Location=Melbourne|L2_RainToday=rain_today_yes,True,L1_Location=Melbourne|L2_RainToday=rain_today_yes
L1_Location=Mildura|L2_RainToday=others,2,2,0,2,0,L1_Location=Mildura,True,L1_Location=Mildura
L1_Location=Mildura,1,0,2681,0,2681,ROOT,False,L1_Location=Mildura
L1_Location=Mildura|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1896,0,1896,0,L1_Location=Mildura|L2_RainToday=rain_today_no,True,L1_Location=Mildura
L1_Location=Mildura|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,702,0,702,0,L1_Location=Mildura|L2_RainToday=rain_today_no,True,L1_Location=Mildura
L1_Location=Mildura|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,81,0,81,0,L1_Location=Mildura|L2_RainToday=rain_today_no,True,L1_Location=Mildura
L1_Location=Mildura|L2_RainToday=rain_today_yes,2,326,326,0,0,L1_Location=Mildura,False,L1_Location=Mildura|L2_RainToday=rain_today_yes
L1_Location=Moree|L2_RainToday=others,2,63,0,63,0,L1_Location=Moree,True,ROOT
L1_Location=Moree|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1883,0,1883,0,L1_Location=Moree|L2_RainToday=rain_today_no,True,L1_Location=Moree|L2_RainToday=rain_today_no
L1_Location=Moree|L2_RainToday=rain_today_no,2,0,2409,0,2409,L1_Location=Moree,False,L1_Location=Moree|L2_RainToday=rain_today_no
L1_Location=Moree|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,441,0,441,0,L1_Location=Moree|L2_RainToday=rain_today_no,True,L1_Location=Moree|L2_RainToday=rain_today_no
L1_Location=Moree|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,85,0,85,0,L1_Location=Moree|L2_RainToday=rain_today_no,True,L1_Location=Moree|L2_RainToday=rain_today_no
L1_Location=Moree|L2_RainToday=rain_today_yes,2,382,382,0,0,L1_Location=Moree,False,L1_Location=Moree|L2_RainToday=rain_today_yes
L1_Location=MountGambier|L2_RainToday=others,2,8,0,8,0,L1_Location=MountGambier,True,L1_Location=MountGambier
L1_Location=MountGambier,1,0,8,0,8,ROOT,False,L1_Location=MountGambier
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,369,369,0,0,L1_Location=MountGambier|L2_RainToday=rain_today_no,False,L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,565,0,565,0,L1_Location=MountGambier|L2_RainToday=rain_today_no,True,L1_Location=MountGambier|L2_RainToday=rain_today_no
L1_Location=MountGambier|L2_RainToday=rain_today_no,2,0,1734,0,1734,L1_Location=MountGambier,False,L1_Location=MountGambier|L2_RainToday=rain_today_no
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1162,0,1162,0,L1_Location=MountGambier|L2_RainToday=rain_today_no,True,L1_Location=MountGambier|L2_RainToday=rain_today_no
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,7,0,7,0,L1_Location=MountGambier|L2_RainToday=rain_today_no,True,L1_Location=MountGambier|L2_RainToday=rain_today_no
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,399,399,0,0,L1_Location=MountGambier|L2_RainToday=rain_today_yes,False,L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,494,0,494,0,L1_Location=MountGambier|L2_RainToday=rain_today_yes,True,L1_Location=MountGambier|L2_RainToday=rain_today_yes
L1_Location=MountGambier|L2_RainToday=rain_today_yes,2,0,520,0,520,L1_Location=MountGambier,False,L1_Location=MountGambier|L2_RainToday=rain_today_yes
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,26,0,26,0,L1_Location=MountGambier|L2_RainToday=rain_today_yes,True,L1_Location=MountGambier|L2_RainToday=rain_today_yes
L1_Location=MountGinini|L2_RainToday=others,2,91,0,91,0,L1_Location=MountGinini,True,ROOT
L1_Location=MountGinini|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,723,0,723,0,L1_Location=MountGinini|L2_RainToday=rain_today_no,True,ROOT
L1_Location=MountGinini|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,896,0,896,0,L1_Location=MountGinini|L2_RainToday=rain_today_no,True,ROOT
L1_Location=MountGinini|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,416,0,416,0,L1_Location=MountGinini|L2_RainToday=rain_today_no,True,ROOT
L1_Location=MountGinini|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,531,531,0,0,L1_Location=MountGinini|L2_RainToday=rain_today_yes,False,L1_Location=MountGinini|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=MountGinini|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,250,0,250,0,L1_Location=MountGinini|L2_RainToday=rain_today_yes,True,L1_Location=MountGinini|L2_RainToday=rain_today_yes
L1_Location=MountGinini|L2_RainToday=rain_today_yes,2,0,250,0,250,L1_Location=MountGinini,False,L1_Location=MountGinini|L2_RainToday=rain_today_yes
L1_Location=Newcastle|L2_RainToday=others,2,26,0,26,0,L1_Location=Newcastle,True,ROOT
L1_Location=Newcastle|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,327,0,327,0,L1_Location=Newcastle|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Newcastle|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1011,0,1011,0,L1_Location=Newcastle|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Newcastle|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,221,0,221,0,L1_Location=Newcastle|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Newcastle|L2_RainToday=rain_today_no|L3_Humidity3pm=unknown,3,649,0,649,0,L1_Location=Newcastle|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Newcastle|L2_RainToday=rain_today_yes,2,721,721,0,0,L1_Location=Newcastle,False,L1_Location=Newcastle|L2_RainToday=rain_today_yes
L1_Location=Nhil|L2_RainToday=others,2,244,0,244,0,L1_Location=Nhil,True,L1_Location=Nhil
L1_Location=Nhil,1,0,1058,0,1058,ROOT,False,L1_Location=Nhil
L1_Location=Nhil|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,691,0,691,0,L1_Location=Nhil|L2_RainToday=rain_today_no,True,L1_Location=Nhil
L1_Location=Nhil|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,511,511,0,0,L1_Location=Nhil|L2_RainToday=rain_today_no,False,L1_Location=Nhil|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid
L1_Location=Nhil|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,123,0,123,0,L1_Location=Nhil|L2_RainToday=rain_today_no,True,L1_Location=Nhil
L1_Location=NorahHead|L2_RainToday=others,2,41,0,41,0,L1_Location=NorahHead,True,ROOT
L1_Location=NorahHead|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,818,0,818,0,L1_Location=NorahHead|L2_RainToday=rain_today_no,True,ROOT
L1_Location=NorahHead|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1115,0,1115,0,L1_Location=NorahHead|L2_RainToday=rain_today_no,True,ROOT
L1_Location=NorahHead|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,160,0,160,0,L1_Location=NorahHead|L2_RainToday=rain_today_no,True,ROOT
L1_Location=NorahHead|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,503,503,0,0,L1_Location=NorahHead|L2_RainToday=rain_today_yes,False,L1_Location=NorahHead|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=NorahHead|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,292,0,292,0,L1_Location=NorahHead|L2_RainToday=rain_today_yes,True,L1_Location=NorahHead|L2_RainToday=rain_today_yes
L1_Location=NorahHead|L2_RainToday=rain_today_yes,2,0,292,0,292,L1_Location=NorahHead,False,L1_Location=NorahHead|L2_RainToday=rain_today_yes
L1_Location=NorfolkIsland|L2_RainToday=others,2,20,0,20,0,L1_Location=NorfolkIsland,True,ROOT
L1_Location=NorfolkIsland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,640,640,0,0,L1_Location=NorfolkIsland|L2_RainToday=rain_today_no,False,L1_Location=NorfolkIsland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high
L1_Location=NorfolkIsland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1390,0,1390,0,L1_Location=NorfolkIsland|L2_RainToday=rain_today_no,True,ROOT
L1_Location=NorfolkIsland|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,2,0,2,0,L1_Location=NorfolkIsland|L2_RainToday=rain_today_no,True,ROOT
L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,475,475,0,0,L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes,False,L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,437,0,437,0,L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes,True,L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes
L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes,2,0,437,0,437,L1_Location=NorfolkIsland,False,L1_Location=NorfolkIsland|L2_RainToday=rain_today_yes
L1_Location=Nuriootpa|L2_RainToday=others,2,6,0,6,0,L1_Location=Nuriootpa,True,L1_Location=Nuriootpa
L1_Location=Nuriootpa,1,0,2414,0,2414,ROOT,False,L1_Location=Nuriootpa
L1_Location=Nuriootpa|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1277,0,1277,0,L1_Location=Nuriootpa|L2_RainToday=rain_today_no,True,L1_Location=Nuriootpa
L1_Location=Nuriootpa|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,911,0,911,0,L1_Location=Nuriootpa|L2_RainToday=rain_today_no,True,L1_Location=Nuriootpa
L1_Location=Nuriootpa|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,220,0,220,0,L1_Location=Nuriootpa|L2_RainToday=rain_today_no,True,L1_Location=Nuriootpa
L1_Location=Nuriootpa|L2_RainToday=rain_today_yes,2,588,588,0,0,L1_Location=Nuriootpa,False,L1_Location=Nuriootpa|L2_RainToday=rain_today_yes
L1_Location=PearceRAAF|L2_RainToday=others,2,116,0,116,0,L1_Location=PearceRAAF,True,L1_Location=PearceRAAF
L1_Location=PearceRAAF,1,0,2288,0,2288,ROOT,False,L1_Location=PearceRAAF
L1_Location=PearceRAAF|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1321,0,1321,0,L1_Location=PearceRAAF|L2_RainToday=rain_today_no,True,L1_Location=PearceRAAF
L1_Location=PearceRAAF|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,767,0,767,0,L1_Location=PearceRAAF|L2_RainToday=rain_today_no,True,L1_Location=PearceRAAF
L1_Location=PearceRAAF|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,84,0,84,0,L1_Location=PearceRAAF|L2_RainToday=rain_today_no,True,L1_Location=PearceRAAF
L1_Location=PearceRAAF|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,338,0,338,0,L1_Location=PearceRAAF|L2_RainToday=rain_today_yes,True,L1_Location=PearceRAAF|L2_RainToday=rain_today_yes
L1_Location=PearceRAAF|L2_RainToday=rain_today_yes,2,0,474,0,474,L1_Location=PearceRAAF,False,L1_Location=PearceRAAF|L2_RainToday=rain_today_yes
L1_Location=PearceRAAF|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,136,0,136,0,L1_Location=PearceRAAF|L2_RainToday=rain_today_yes,True,L1_Location=PearceRAAF|L2_RainToday=rain_today_yes
L1_Location=Penrith|L2_RainToday=others,2,53,0,53,0,L1_Location=Penrith,True,L1_Location=Penrith
L1_Location=Penrith,1,0,2964,0,2964,ROOT,False,L1_Location=Penrith
L1_Location=Penrith|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1035,0,1035,0,L1_Location=Penrith|L2_RainToday=rain_today_no,True,L1_Location=Penrith
L1_Location=Penrith|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1059,0,1059,0,L1_Location=Penrith|L2_RainToday=rain_today_no,True,L1_Location=Penrith
L1_Location=Penrith|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,236,0,236,0,L1_Location=Penrith|L2_RainToday=rain_today_no,True,L1_Location=Penrith
L1_Location=Penrith|L2_RainToday=rain_today_yes,2,581,0,581,0,L1_Location=Penrith,True,L1_Location=Penrith
L1_Location=PerthAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1398,0,1398,0,L1_Location=PerthAirport|L2_RainToday=rain_today_no,True,L1_Location=PerthAirport
L1_Location=PerthAirport,1,0,3009,0,3009,ROOT,False,L1_Location=PerthAirport
L1_Location=PerthAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,958,0,958,0,L1_Location=PerthAirport|L2_RainToday=rain_today_no,True,L1_Location=PerthAirport
L1_Location=PerthAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,86,0,86,0,L1_Location=PerthAirport|L2_RainToday=rain_today_no,True,L1_Location=PerthAirport
L1_Location=PerthAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,405,0,405,0,L1_Location=PerthAirport|L2_RainToday=rain_today_yes,True,L1_Location=PerthAirport
L1_Location=PerthAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,162,0,162,0,L1_Location=PerthAirport|L2_RainToday=rain_today_yes,True,L1_Location=PerthAirport
L1_Location=Perth|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1021,0,1021,0,L1_Location=Perth|L2_RainToday=rain_today_no,True,L1_Location=Perth
L1_Location=Perth,1,0,3193,0,3193,ROOT,False,L1_Location=Perth
L1_Location=Perth|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1416,0,1416,0,L1_Location=Perth|L2_RainToday=rain_today_no,True,L1_Location=Perth
L1_Location=Perth|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,111,0,111,0,L1_Location=Perth|L2_RainToday=rain_today_no,True,L1_Location=Perth
L1_Location=Perth|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,491,0,491,0,L1_Location=Perth|L2_RainToday=rain_today_yes,True,L1_Location=Perth
L1_Location=Perth|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,154,0,154,0,L1_Location=Perth|L2_RainToday=rain_today_yes,True,L1_Location=Perth
L1_Location=Portland|L2_RainToday=others,2,12,0,12,0,L1_Location=Portland,True,L1_Location=Portland
L1_Location=Portland,1,0,186,0,186,ROOT,False,L1_Location=Portland
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,518,518,0,0,L1_Location=Portland|L2_RainToday=rain_today_no,False,L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1204,1204,0,0,L1_Location=Portland|L2_RainToday=rain_today_no,False,L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,174,0,174,0,L1_Location=Portland|L2_RainToday=rain_today_no,True,L1_Location=Portland
L1_Location=Portland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,580,580,0,0,L1_Location=Portland|L2_RainToday=rain_today_yes,False,L1_Location=Portland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=Portland|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,502,0,502,0,L1_Location=Portland|L2_RainToday=rain_today_yes,True,L1_Location=Portland|L2_RainToday=rain_today_yes
L1_Location=Portland|L2_RainToday=rain_today_yes,2,0,508,0,508,L1_Location=Portland,False,L1_Location=Portland|L2_RainToday=rain_today_yes
L1_Location=Portland|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,6,0,6,0,L1_Location=Portland|L2_RainToday=rain_today_yes,True,L1_Location=Portland|L2_RainToday=rain_today_yes
L1_Location=Richmond|L2_RainToday=others,2,45,0,45,0,L1_Location=Richmond,True,L1_Location=Richmond
L1_Location=Richmond,1,0,45,0,45,ROOT,False,L1_Location=Richmond
L1_Location=Richmond|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,984,984,0,0,L1_Location=Richmond|L2_RainToday=rain_today_no,False,L1_Location=Richmond|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low
L1_Location=Richmond|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1160,0,1160,0,L1_Location=Richmond|L2_RainToday=rain_today_no,True,L1_Location=Richmond|L2_RainToday=rain_today_no
L1_Location=Richmond|L2_RainToday=rain_today_no,2,0,1367,0,1367,L1_Location=Richmond,False,L1_Location=Richmond|L2_RainToday=rain_today_no
L1_Location=Richmond|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,207,0,207,0,L1_Location=Richmond|L2_RainToday=rain_today_no,True,L1_Location=Richmond|L2_RainToday=rain_today_no
L1_Location=Richmond|L2_RainToday=rain_today_yes,2,555,555,0,0,L1_Location=Richmond,False,L1_Location=Richmond|L2_RainToday=rain_today_yes
L1_Location=Sale|L2_RainToday=others,2,8,0,8,0,L1_Location=Sale,True,L1_Location=Sale
L1_Location=Sale,1,0,2021,0,2021,ROOT,False,L1_Location=Sale
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,338,338,0,0,L1_Location=Sale|L2_RainToday=rain_today_no,False,L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,389,0,389,0,L1_Location=Sale|L2_RainToday=rain_today_no,True,L1_Location=Sale
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1611,0,1611,0,L1_Location=Sale|L2_RainToday=rain_today_no,True,L1_Location=Sale
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,13,0,13,0,L1_Location=Sale|L2_RainToday=rain_today_no,True,L1_Location=Sale
L1_Location=Sale|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,392,0,392,0,L1_Location=Sale|L2_RainToday=rain_today_yes,True,L1_Location=Sale|L2_RainToday=rain_today_yes
L1_Location=Sale|L2_RainToday=rain_today_yes,2,0,641,0,641,L1_Location=Sale,False,L1_Location=Sale|L2_RainToday=rain_today_yes
L1_Location=Sale|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,249,0,249,0,L1_Location=Sale|L2_RainToday=rain_today_yes,True,L1_Location=Sale|L2_RainToday=rain_today_yes
L1_Location=SalmonGums|L2_RainToday=others,2,14,0,14,0,L1_Location=SalmonGums,True,ROOT
L1_Location=SalmonGums|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1555,0,1555,0,L1_Location=SalmonGums|L2_RainToday=rain_today_no,True,ROOT
L1_Location=SalmonGums|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,805,0,805,0,L1_Location=SalmonGums|L2_RainToday=rain_today_no,True,ROOT
L1_Location=SalmonGums|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,112,0,112,0,L1_Location=SalmonGums|L2_RainToday=rain_today_no,True,ROOT
L1_Location=SalmonGums|L2_RainToday=rain_today_yes,2,469,469,0,0,L1_Location=SalmonGums,False,L1_Location=SalmonGums|L2_RainToday=rain_today_yes
L1_Location=SydneyAirport|L2_RainToday=others,2,4,0,4,0,L1_Location=SydneyAirport,True,L1_Location=SydneyAirport
L1_Location=SydneyAirport,1,0,776,0,776,ROOT,False,L1_Location=SydneyAirport
L1_Location=SydneyAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,640,0,640,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_no,True,L1_Location=SydneyAirport|L2_RainToday=rain_today_no
L1_Location=SydneyAirport|L2_RainToday=rain_today_no,2,0,2229,0,2229,L1_Location=SydneyAirport,False,L1_Location=SydneyAirport|L2_RainToday=rain_today_no
L1_Location=SydneyAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1317,0,1317,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_no,True,L1_Location=SydneyAirport|L2_RainToday=rain_today_no
L1_Location=SydneyAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,272,0,272,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_no,True,L1_Location=SydneyAirport|L2_RainToday=rain_today_no
L1_Location=SydneyAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,311,0,311,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_yes,True,L1_Location=SydneyAirport
L1_Location=SydneyAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,387,0,387,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_yes,True,L1_Location=SydneyAirport
L1_Location=SydneyAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,74,0,74,0,L1_Location=SydneyAirport|L2_RainToday=rain_today_yes,True,L1_Location=SydneyAirport
L1_Location=Sydney|L2_RainToday=others,2,6,0,6,0,L1_Location=Sydney,True,ROOT
L1_Location=Sydney|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,603,0,603,0,L1_Location=Sydney|L2_RainToday=rain_today_no,True,L1_Location=Sydney|L2_RainToday=rain_today_no
L1_Location=Sydney|L2_RainToday=rain_today_no,2,0,2465,0,2465,L1_Location=Sydney,False,L1_Location=Sydney|L2_RainToday=rain_today_no
L1_Location=Sydney|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1665,0,1665,0,L1_Location=Sydney|L2_RainToday=rain_today_no,True,L1_Location=Sydney|L2_RainToday=rain_today_no
L1_Location=Sydney|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,197,0,197,0,L1_Location=Sydney|L2_RainToday=rain_today_no,True,L1_Location=Sydney|L2_RainToday=rain_today_no
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,503,0,503,0,L1_Location=Sydney|L2_RainToday=rain_today_yes,True,L1_Location=Sydney|L2_RainToday=rain_today_yes
L1_Location=Sydney|L2_RainToday=rain_today_yes,2,0,866,0,866,L1_Location=Sydney,False,L1_Location=Sydney|L2_RainToday=rain_today_yes
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,363,0,363,0,L1_Location=Sydney|L2_RainToday=rain_today_yes,True,L1_Location=Sydney|L2_RainToday=rain_today_yes
L1_Location=Townsville|L2_RainToday=others,2,6,0,6,0,L1_Location=Townsville,True,L1_Location=Townsville
L1_Location=Townsville,1,0,3033,0,3033,ROOT,False,L1_Location=Townsville
L1_Location=Townsville|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,2086,0,2086,0,L1_Location=Townsville|L2_RainToday=rain_today_no,True,L1_Location=Townsville
L1_Location=Townsville|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,423,0,423,0,L1_Location=Townsville|L2_RainToday=rain_today_no,True,L1_Location=Townsville
L1_Location=Townsville|L2_RainToday=rain_today_yes,2,518,0,518,0,L1_Location=Townsville,True,L1_Location=Townsville
L1_Location=Tuggeranong|L2_RainToday=others,2,39,0,39,0,L1_Location=Tuggeranong,True,ROOT
L1_Location=Tuggeranong|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1033,0,1033,0,L1_Location=Tuggeranong|L2_RainToday=rain_today_no,True,L1_Location=Tuggeranong|L2_RainToday=rain_today_no
L1_Location=Tuggeranong|L2_RainToday=rain_today_no,2,0,2397,0,2397,L1_Location=Tuggeranong,False,L1_Location=Tuggeranong|L2_RainToday=rain_today_no
L1_Location=Tuggeranong|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1208,0,1208,0,L1_Location=Tuggeranong|L2_RainToday=rain_today_no,True,L1_Location=Tuggeranong|L2_RainToday=rain_today_no
L1_Location=Tuggeranong|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,156,0,156,0,L1_Location=Tuggeranong|L2_RainToday=rain_today_no,True,L1_Location=Tuggeranong|L2_RainToday=rain_today_no
L1_Location=Tuggeranong|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,331,0,331,0,L1_Location=Tuggeranong|L2_RainToday=rain_today_yes,True,ROOT
L1_Location=Tuggeranong|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,231,0,231,0,L1_Location=Tuggeranong|L2_RainToday=rain_today_yes,True,ROOT
L1_Location=Uluru|L2_RainToday=others,2,132,0,132,0,L1_Location=Uluru,True,L1_Location=Uluru
L1_Location=Uluru,1,0,1521,0,1521,ROOT,False,L1_Location=Uluru
L1_Location=Uluru|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1297,0,1297,0,L1_Location=Uluru|L2_RainToday=rain_today_no,True,L1_Location=Uluru
L1_Location=Uluru|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,92,0,92,0,L1_Location=Uluru|L2_RainToday=rain_today_no,True,L1_Location=Uluru
L1_Location=WaggaWagga|L2_RainToday=others,2,18,0,18,0,L1_Location=WaggaWagga,True,L1_Location=WaggaWagga
L1_Location=WaggaWagga,1,0,1592,0,1592,ROOT,False,L1_Location=WaggaWagga
L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,1384,1384,0,0,L1_Location=WaggaWagga|L2_RainToday=rain_today_no,False,L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low
L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,877,0,877,0,L1_Location=WaggaWagga|L2_RainToday=rain_today_no,True,L1_Location=WaggaWagga
L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,164,0,164,0,L1_Location=WaggaWagga|L2_RainToday=rain_today_no,True,L1_Location=WaggaWagga
L1_Location=WaggaWagga|L2_RainToday=rain_today_yes,2,533,0,533,0,L1_Location=WaggaWagga,True,L1_Location=WaggaWagga
