bucket_id,parent_id,level,n_train,n_val,BAC,F1,AUC,Regret,BND_ratio,POS_coverage,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,baseline_precision,baseline_recall,baseline_f1,baseline_bac,baseline_auc,baseline_mcc,baseline_kappa,baseline_regret,baseline_bnd_ratio,baseline_pos_coverage
ROOT,,0,22398,9598,0.5963624643008619,0.5772558714462299,0.8076699457774983,0.3963846634715566,0.2385913732027505,0.2430714732235882,f1_regret_bnd,0.061575521373298,-0.3028645833333333,0.3644401047066313,False,ROOT,,,,,,,,,,
L1_group=A,ROOT,1,5584,2392,0.6196041561196692,0.4730290456431535,0.8228072290124797,0.2366220735785953,0.1325250836120401,0.0773411371237458,f1_regret_bnd,0.1701444302585381,0.061575521373298,0.10856890888524,False,L1_group=A,0.6398996235884568,0.4180327868852459,0.5057015369360437,0.6923729232500921,0.8264043373603932,0.464755372050919,0.4520201842512669,0.23501320869741923,0.1287339971550498,0.08097947571631782
L1_group=B,ROOT,1,5618,2373,0.7094128144008962,0.6063249727371866,0.8467310556228536,0.3114201432785503,0.078803202697008,0.180362410450906,f1_regret_bnd,0.2555032281101322,0.061575521373298,0.1939277067368341,False,L1_group=B,0.6849390919158361,0.5913001912045889,0.6346844535659313,0.7598864249549029,0.8668162993799973,0.5496240052617722,0.5473479811466495,0.2839653627948641,0.15208519956205832,0.179755150791281
L1_group=C,ROOT,1,5598,2423,0.6343620100637821,0.640636297903109,0.8344373201393446,0.3635988444077589,0.2282294676021461,0.2888980602558811,f1_regret_bnd,0.162922719694277,0.061575521373298,0.1013471983209789,False,L1_group=C,0.6886486486486486,0.6628511966701353,0.6755037115588547,0.7717488474026184,0.8531198339514203,0.5498861766309137,0.549693229592146,0.345979055522624,0.2024303497332543,0.27415530527563725
L1_group=D,ROOT,1,5590,2405,0.5827696823238759,0.7046918123275069,0.8165232499825967,0.4197505197505197,0.2478170478170478,0.4852390852390852,f1_regret_bnd,0.1610327686684632,0.061575521373298,0.0994572472951651,False,L1_group=D,0.7140450621183407,0.8020340586565752,0.7554862426200291,0.7831555469467566,0.8646847616759481,0.5602795460172287,0.5571760742060345,0.3513865251776955,0.19491440584643108,0.47542296526178796
L1_group=A|L2_x1=b1,L1_group=A,2,649,597,0.4935773654604987,0.0454545454545454,0.5990680883217194,0.2010050251256281,0.0469011725293132,0.0016750418760469,f1_regret_bnd,-0.1790010659357393,0.1701444302585381,-0.3491454961942775,True,L1_group=A,0.0,0.0,0.0,0.4943289224952741,0.5618834851349029,-0.023803207057675274,-0.01802023180570922,0.17969451931716082,0.05929919137466307,0.01078167115902965
L1_group=A|L2_x1=b2,L1_group=A,2,1265,548,0.53477493380406,0.1428571428571428,0.7204471903501031,0.1724452554744525,0.0127737226277372,0.0164233576642335,f1_regret_bnd,-0.0359749739311782,0.1701444302585381,-0.2061194041897164,True,L1_group=A,0.5333333333333333,0.183206106870229,0.27272727272727276,0.5865767250483266,0.7749827339864575,0.2895343728839051,0.25009896286913136,0.16103603603603603,0.06576576576576576,0.02027027027027027
L1_group=A|L2_x1=b3,L1_group=A,2,1297,557,0.523069403714565,0.2439024390243902,0.7642554578038449,0.2612208258527828,0.1238779174147217,0.0359066427289048,f1_regret_bnd,-0.0792573455357533,0.1701444302585381,-0.2494017757942915,True,L1_group=A,0.4954954954954955,0.2570093457943925,0.33846153846153837,0.6150431344356577,0.7525611071171818,0.31184651746639275,0.2934379306689283,0.23125544899738448,0.0959023539668701,0.04838709677419355
L1_group=A|L2_x1=b4,L1_group=A,2,1337,583,0.6477343506695733,0.5486725663716814,0.8258849787189868,0.2135506003430531,0.1234991423670669,0.0634648370497427,f1_regret_bnd,0.2733723948450947,0.1701444302585381,0.1032279645865566,False,L1_group=A|L2_x1=b4,0.6016597510373444,0.41076487252124644,0.4882154882154882,0.6817254623818652,0.8179052464477541,0.42821048739535317,0.41825987618516636,0.28148614609571787,0.16834592779177163,0.10117548278757346
L1_group=A|L2_x1=b5,L1_group=A,2,1027,419,0.7040025449707907,0.6865671641791045,0.9132685522586615,0.2684964200477327,0.1742243436754176,0.2100238663484487,f1_regret_bnd,0.3309585722936629,0.1701444302585381,0.1608141420351247,False,L1_group=A|L2_x1=b5,0.7371134020618557,0.6124197002141327,0.6690058479532164,0.7688745646019419,0.8792078028348294,0.573606044825632,0.5694479604058023,0.30250954719039824,0.23677032187670485,0.21167484997272232
