bucket_id,parent_id,level,split_name,split_type,split_rule,n_samples_total,n_train,n_val,n_test,is_leaf,is_weak,effective_bucket_id
ROOT,ROOT,0,ROOT,ROOT,all,160000,22398,9598,,False,False,ROOT
L1_group=A,ROOT,1,L1_group,categorical_group,A,39894,5584,2392,,False,False,L1_group=A
L1_group=B,ROOT,1,L1_group,categorical_group,B,39976,5618,2373,,False,False,L1_group=B
L1_group=C,ROOT,1,L1_group,categorical_group,C,40130,5598,2423,,False,False,L1_group=C
L1_group=D,ROOT,1,L1_group,categorical_group,D,40000,5590,2405,,False,False,L1_group=D
L1_group=A|L2_x1=b1,L1_group=A,2,L2_x1,numeric_bin,b1,4635,649,597,,False,True,L1_group=A
L1_group=A|L2_x1=b2,L1_group=A,2,L2_x1,numeric_bin,b2,9091,1265,548,,False,True,L1_group=A
L1_group=A|L2_x1=b3,L1_group=A,2,L2_x1,numeric_bin,b3,9296,1297,557,,False,True,L1_group=A
L1_group=A|L2_x1=b4,L1_group=A,2,L2_x1,numeric_bin,b4,9619,1337,583,,False,False,L1_group=A|L2_x1=b4
L1_group=A|L2_x1=b5,L1_group=A,2,L2_x1,numeric_bin,b5,7253,1027,419,,False,False,L1_group=A|L2_x1=b5
L1_group=B|L2_x1=b1,L1_group=B,2,L2_x1,numeric_bin,b1,4697,663,627,,False,True,L1_group=B
L1_group=B|L2_x1=b2,L1_group=B,2,L2_x1,numeric_bin,b2,9281,1308,543,,False,True,L1_group=B
L1_group=B|L2_x1=b3,L1_group=B,2,L2_x1,numeric_bin,b3,9142,1282,542,,False,True,L1_group=B
L1_group=B|L2_x1=b4,L1_group=B,2,L2_x1,numeric_bin,b4,9427,1314,568,,False,True,L1_group=B
L1_group=B|L2_x1=b5,L1_group=B,2,L2_x1,numeric_bin,b5,7429,1043,437,,False,False,L1_group=B|L2_x1=b5
L1_group=C|L2_x1=b1,L1_group=C,2,L2_x1,numeric_bin,b1,4552,630,603,,False,True,L1_group=C
L1_group=C|L2_x1=b2,L1_group=C,2,L2_x1,numeric_bin,b2,9351,1296,570,,False,True,L1_group=C
L1_group=C|L2_x1=b3,L1_group=C,2,L2_x1,numeric_bin,b3,9440,1320,565,,False,True,L1_group=C
L1_group=C|L2_x1=b4,L1_group=C,2,L2_x1,numeric_bin,b4,9462,1317,572,,False,False,L1_group=C|L2_x1=b4
L1_group=C|L2_x1=b5,L1_group=C,2,L2_x1,numeric_bin,b5,7325,1030,432,,False,False,L1_group=C|L2_x1=b5
L1_group=D|L2_x1=b1,L1_group=D,2,L2_x1,numeric_bin,b1,4566,626,467,,False,False,L1_group=D|L2_x1=b1
L1_group=D|L2_x1=b2,L1_group=D,2,L2_x1,numeric_bin,b2,9175,1280,553,,False,True,L1_group=D
L1_group=D|L2_x1=b3,L1_group=D,2,L2_x1,numeric_bin,b3,9348,1322,542,,False,False,L1_group=D|L2_x1=b3
L1_group=D|L2_x1=b4,L1_group=D,2,L2_x1,numeric_bin,b4,9624,1339,582,,False,False,L1_group=D|L2_x1=b4
L1_group=D|L2_x1=b5,L1_group=D,2,L2_x1,numeric_bin,b5,7287,1015,438,,False,False,L1_group=D|L2_x1=b5
L1_group=A|L2_x1=b1|L3_x2=b1,L1_group=A|L2_x1=b1,3,L3_x2,numeric_bin,b1,670,492,178,,True,False,L1_group=A|L2_x1=b1|L3_x2=b1
L1_group=A|L2_x1=b1|L3_x2=b2,L1_group=A|L2_x1=b1,3,L3_x2,numeric_bin,b2,1272,353,395,,False,True,L1_group=A
L1_group=A|L2_x1=b1|L3_x2=b3,L1_group=A|L2_x1=b1,3,L3_x2,numeric_bin,b3,1073,482,319,,False,False,L1_group=A|L2_x1=b1|L3_x2=b3
