bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_group=D|L2_x1=b3|L3_x2=b4|L4_x3=b2,0.7317073170731707,0.5882352941176471,0.6521739130434783,0.7177287581699346,0.8679193899782135,0.4550910273091032,0.4482758620689655,0.37398373983739835,0.2764227642276423,0.3333333333333333,123,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b3|L4_x3=b5,0.875,0.5,0.6363636363636364,0.7401960784313726,0.8683473389355743,0.6011219586898537,0.5688225538971807,0.35384615384615387,0.18461538461538463,0.12307692307692308,65,0.4,0.2
L1_group=C|L2_x1=b2|L3_x2=b5|L4_x3=b4,0.7777777777777778,0.5,0.6086956521739131,0.7324561403508771,0.8170426065162907,0.5559751292436977,0.5372918175235337,0.33098591549295775,0.08450704225352113,0.1267605633802817,71,0.4,0.2
L1_group=C|L2_x1=b2|L3_x2=b4|L4_x3=b3,0.8,0.14285714285714285,0.24242424242424243,0.5662202380952381,0.8058035714285714,0.2814990171895303,0.1867785939139559,0.45161290322580644,0.12903225806451613,0.04032258064516129,124,0.4,0.2
L1_group=A|L2_x1=b1|L3_x2=b3|L4_x3=b2,0.0,0.0,0.0,0.5,0.6507042253521127,0.0,0.0,0.2236842105263158,0.05263157894736842,0.0,76,0.4,0.2
L1_group=A|L2_x1=b3|L3_x2=b5|L4_x3=b2,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.7414187643020596,0.8032036613272311,0.5342046066106161,0.5293527345709985,0.3246268656716418,0.208955223880597,0.11194029850746269,134,0.4,0.2
L1_group=B|L2_x1=b2|L3_x2=b2|L4_x3=b2,0.6666666666666666,0.125,0.21052631578947367,0.5592105263157895,0.8055098684210527,0.2624871835558843,0.18604651162790686,0.24702380952380953,0.041666666666666664,0.017857142857142856,168,0.4,0.2
L1_group=C|L2_x1=b3|L3_x2=b5|L4_x3=b1,1.0,0.14285714285714285,0.25,0.5714285714285714,0.7741935483870968,0.36090455918474645,0.23048327137546476,0.2608695652173913,0.0,0.014492753623188406,69,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b4|L4_x3=b4,0.6111111111111112,0.55,0.5789473684210527,0.7113636363636364,0.8236363636363636,0.4377064334118014,0.43661971830985913,0.4266666666666667,0.28,0.24,75,0.4,0.2
L1_group=D|L2_x1=b1|L3_x2=b3|L4_x3=b2,0.7058823529411765,0.6,0.6486486486486486,0.7479166666666667,0.8364583333333333,0.521749194749951,0.5185185185185186,0.39705882352941174,0.16176470588235295,0.25,68,0.4,0.2
L1_group=C|L2_x1=b4|L3_x2=b3|L4_x3=b1,0.8235294117647058,0.5185185185185185,0.6363636363636364,0.727344365642238,0.8817966903073287,0.5203350888578836,0.49358426005132594,0.3716216216216216,0.21621621621621623,0.22972972972972974,74,0.4,0.2
L1_group=C|L2_x1=b5|L3_x2=b3|L4_x3=b2,0.45714285714285713,0.8,0.5818181818181818,0.798936170212766,0.8845744680851063,0.4929919397638047,0.4616016427104722,0.3333333333333333,0.2982456140350877,0.30701754385964913,114,0.4,0.2
L1_group=C|L2_x1=b1|L3_x2=b5|L4_x3=b2,0.6,0.42857142857142855,0.5,0.692063492063492,0.8793650793650793,0.4447297294454435,0.4368231046931408,0.28846153846153844,0.038461538461538464,0.09615384615384616,52,0.4,0.2
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b4,0.0,0.0,0.0,0.5,0.9212962962962963,0.0,0.0,0.19230769230769232,0.05128205128205128,0.0,78,0.4,0.2
L1_group=C|L2_x1=b1|L3_x2=b3|L4_x3=b3,0.8571428571428571,0.3157894736842105,0.46153846153846156,0.648635477582846,0.7524366471734893,0.4430014739246685,0.37377450980392146,0.5,0.1095890410958904,0.0958904109589041,73,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b2|L4_x3=b2,0.5,0.07142857142857142,0.125,0.5328407224958949,0.7097701149425287,0.16807761263010754,0.10840108401084014,0.22340425531914893,0.07446808510638298,0.010638297872340425,188,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b1|L4_x3=b5,0.0,0.0,0.0,0.4857142857142857,0.8142857142857143,-0.05484084971070817,-0.04278074866310155,0.2692307692307692,0.1282051282051282,0.02564102564102564,39,0.4,0.2
L1_group=C|L2_x1=b4|L3_x2=b4|L4_x3=b1,1.0,0.5555555555555556,0.7142857142857143,0.7777777777777778,0.8035714285714286,0.7200822998230956,0.6829268292682927,0.2846153846153846,0.2,0.07692307692307693,65,0.4,0.2
L1_group=C|L2_x1=b5|L3_x2=b2|L4_x3=b4,0.8064516129032258,0.9433962264150944,0.8695652173913043,0.7216981132075472,0.8011006289308176,0.5185541019649135,0.4940867279894876,0.22077922077922077,0.09090909090909091,0.8051948051948052,77,0.4,0.2
L1_group=C|L2_x1=b1|L3_x2=b4|L4_x3=b3,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.5598006644518272,0.845514950166113,0.23055616708169402,0.16271186440677965,0.4824561403508772,0.10526315789473684,0.05263157894736842,57,0.4,0.2
L1_group=C|L2_x1=b2|L3_x2=b1|L4_x3=b2,0.6,0.631578947368421,0.6153846153846154,0.7692778457772338,0.847001223990208,0.5279978880126719,0.527736131934033,0.2761904761904762,0.2857142857142857,0.19047619047619047,105,0.4,0.2
L1_group=B|L2_x1=b3|L3_x2=b4|L4_x3=b2,0.7142857142857143,0.3488372093023256,0.46875,0.6428396572827417,0.8012239902080783,0.3683598160071307,0.33219470538001716,0.5108695652173914,0.2246376811594203,0.15217391304347827,138,0.4,0.2
L1_group=B|L2_x1=b2|L3_x2=b1|L4_x3=b4,0.0,0.0,0.0,0.4930555555555556,0.4555555555555556,-0.030228177087917155,-0.022123893805309658,0.23376623376623376,0.05194805194805195,0.012987012987012988,77,0.4,0.2
L1_group=C|L2_x1=b3|L3_x2=b2|L4_x3=b5,0.5227272727272727,0.8518518518518519,0.647887323943662,0.750925925925926,0.8672839506172839,0.4643788934007754,0.4277821625887924,0.40229885057471265,0.27586206896551724,0.5057471264367817,87,0.4,0.2
L1_group=B|L2_x1=b3|L3_x2=b2|L4_x3=b3,0.3333333333333333,0.2,0.25,0.5855072463768116,0.7884057971014493,0.21764698851077888,0.2099644128113879,0.23648648648648649,0.0945945945945946,0.04054054054054054,148,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b2|L4_x3=b1,0.0,0.0,0.0,0.5,0.6384615384615385,0.0,0.0,0.18674698795180722,0.07228915662650602,0.0,83,0.4,0.2
L1_group=A|L2_x1=b1|L3_x2=b5|L4_x3=b3,0.0,0.0,0.0,0.48717948717948717,0.7948717948717949,-0.03580574370197165,-0.03361344537815136,0.25609756097560976,0.2926829268292683,0.024390243902439025,41,0.4,0.2
L1_group=D|L2_x1=b3|L3_x2=b1|L4_x3=b5,0.7096774193548387,1.0,0.8301886792452831,0.5,0.7525252525252526,0.0,0.0,0.2903225806451613,0.0,1.0,31,0.4,0.2
L1_group=A|L2_x1=b4|L3_x2=b3|L4_x3=b2,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.5401234567901234,0.5843621399176955,0.09738442457802385,0.09523809523809523,0.21637426900584794,0.15204678362573099,0.03508771929824561,171,0.4,0.2
L1_group=D|L2_x1=b2|L3_x2=b5|L4_x3=b3,0.25,0.23076923076923078,0.24000000000000002,0.5605065666041276,0.6660412757973734,0.12519340132292966,0.1250605913717887,0.4105263157894737,0.21052631578947367,0.12631578947368421,95,0.4,0.2
L1_group=D|L2_x1=b1|L3_x2=b3|L4_x3=b3,0.5454545454545454,0.42857142857142855,0.4799999999999999,0.6752232142857143,0.859375,0.38640425427578673,0.3824604141291108,0.3525641025641026,0.15384615384615385,0.14102564102564102,78,0.4,0.2
L1_group=D|L2_x1=b4|L3_x2=b3|L4_x3=b4,0.84,0.9,0.8689655172413793,0.7625,0.8379464285714285,0.5521674464226308,0.5482517482517483,0.3088235294117647,0.16666666666666666,0.7352941176470589,102,0.4,0.2
L1_group=C|L2_x1=b3|L3_x2=b4|L4_x3=b2,0.7272727272727273,0.2857142857142857,0.4102564102564102,0.6281512605042017,0.8102240896358545,0.37858391343223347,0.32869330938482266,0.4076923076923077,0.15384615384615385,0.08461538461538462,130,0.4,0.2
