bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,parent_id,is_weak,effective_bucket_id,fallback_from_children
L1_group=A|L2_x1=b1|L3_x2=b1,3,169,169,0,L1_group=A|L2_x1=b1,False,L1_group=A|L2_x1=b1|L3_x2=b1,0
L1_group=A|L2_x1=b1|L3_x2=b2|L4_x3=b2,4,83,0,83,L1_group=A|L2_x1=b1|L3_x2=b2,True,L1_group=A,0
L1_group=A,1,0,2306,0,ROOT,False,L1_group=A,2306
L1_group=A|L2_x1=b1|L3_x2=b2|L4_x3=b3,4,69,0,69,L1_group=A|L2_x1=b1|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b1|L3_x2=b2|L4_x3=others,4,114,0,114,L1_group=A|L2_x1=b1|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b1|L3_x2=b3|L4_x3=b2,4,89,0,89,L1_group=A|L2_x1=b1|L3_x2=b3,True,L1_group=A|L2_x1=b1|L3_x2=b3,0
L1_group=A|L2_x1=b1|L3_x2=b3,3,0,272,0,L1_group=A|L2_x1=b1,False,L1_group=A|L2_x1=b1|L3_x2=b3,272
L1_group=A|L2_x1=b1|L3_x2=b3|L4_x3=b3,4,72,0,72,L1_group=A|L2_x1=b1|L3_x2=b3,True,L1_group=A|L2_x1=b1|L3_x2=b3,0
L1_group=A|L2_x1=b1|L3_x2=b3|L4_x3=others,4,111,0,111,L1_group=A|L2_x1=b1|L3_x2=b3,True,L1_group=A|L2_x1=b1|L3_x2=b3,0
L1_group=A|L2_x1=b1|L3_x2=b4,3,187,187,0,L1_group=A|L2_x1=b1,False,L1_group=A|L2_x1=b1|L3_x2=b4,0
L1_group=A|L2_x1=b1|L3_x2=b5,3,178,178,0,L1_group=A|L2_x1=b1,False,L1_group=A|L2_x1=b1|L3_x2=b5,0
L1_group=A|L2_x1=b2|L3_x2=b1|L4_x3=b2,4,82,0,82,L1_group=A|L2_x1=b2|L3_x2=b1,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b1|L4_x3=b3,4,90,0,90,L1_group=A|L2_x1=b2|L3_x2=b1,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b1|L4_x3=others,4,160,0,160,L1_group=A|L2_x1=b2|L3_x2=b1,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b2|L4_x3=b1,4,101,0,101,L1_group=A|L2_x1=b2|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b2|L4_x3=b2,4,207,0,207,L1_group=A|L2_x1=b2|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b2|L4_x3=b3,4,134,0,134,L1_group=A|L2_x1=b2|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b2|L4_x3=b4,4,83,0,83,L1_group=A|L2_x1=b2|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b2|L4_x3=b5,4,63,0,63,L1_group=A|L2_x1=b2|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b1,4,92,0,92,L1_group=A|L2_x1=b2|L3_x2=b3,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b2,4,160,0,160,L1_group=A|L2_x1=b2|L3_x2=b3,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b3,4,142,142,0,L1_group=A|L2_x1=b2|L3_x2=b3,False,L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b3,0
L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b4,4,102,0,102,L1_group=A|L2_x1=b2|L3_x2=b3,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b3|L4_x3=b5,4,52,0,52,L1_group=A|L2_x1=b2|L3_x2=b3,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b4|L4_x3=b1,4,67,0,67,L1_group=A|L2_x1=b2|L3_x2=b4,True,L1_group=A|L2_x1=b2|L3_x2=b4,0
L1_group=A|L2_x1=b2|L3_x2=b4,3,0,410,0,L1_group=A|L2_x1=b2,False,L1_group=A|L2_x1=b2|L3_x2=b4,410
L1_group=A|L2_x1=b2|L3_x2=b4|L4_x3=b2,4,108,0,108,L1_group=A|L2_x1=b2|L3_x2=b4,True,L1_group=A|L2_x1=b2|L3_x2=b4,0
L1_group=A|L2_x1=b2|L3_x2=b4|L4_x3=b3,4,120,0,120,L1_group=A|L2_x1=b2|L3_x2=b4,True,L1_group=A|L2_x1=b2|L3_x2=b4,0
L1_group=A|L2_x1=b2|L3_x2=b4|L4_x3=others,4,115,0,115,L1_group=A|L2_x1=b2|L3_x2=b4,True,L1_group=A|L2_x1=b2|L3_x2=b4,0
L1_group=A|L2_x1=b2|L3_x2=b5|L4_x3=b2,4,117,0,117,L1_group=A|L2_x1=b2|L3_x2=b5,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b5|L4_x3=b3,4,90,0,90,L1_group=A|L2_x1=b2|L3_x2=b5,True,L1_group=A,0
L1_group=A|L2_x1=b2|L3_x2=b5|L4_x3=others,4,163,0,163,L1_group=A|L2_x1=b2|L3_x2=b5,True,L1_group=A,0
L1_group=A|L2_x1=b3|L3_x2=b1|L4_x3=b2,4,125,0,125,L1_group=A|L2_x1=b3|L3_x2=b1,True,L1_group=A|L2_x1=b3|L3_x2=b1,0
L1_group=A|L2_x1=b3|L3_x2=b1,3,0,363,0,L1_group=A|L2_x1=b3,False,L1_group=A|L2_x1=b3|L3_x2=b1,363
L1_group=A|L2_x1=b3|L3_x2=b1|L4_x3=b3,4,73,0,73,L1_group=A|L2_x1=b3|L3_x2=b1,True,L1_group=A|L2_x1=b3|L3_x2=b1,0
L1_group=A|L2_x1=b3|L3_x2=b1|L4_x3=others,4,165,0,165,L1_group=A|L2_x1=b3|L3_x2=b1,True,L1_group=A|L2_x1=b3|L3_x2=b1,0
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b1,4,98,0,98,L1_group=A|L2_x1=b3|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b2,4,187,187,0,L1_group=A|L2_x1=b3|L3_x2=b2,False,L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b2,0
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b3,4,177,0,177,L1_group=A|L2_x1=b3|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b4,4,92,92,0,L1_group=A|L2_x1=b3|L3_x2=b2,False,L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b4,0
L1_group=A|L2_x1=b3|L3_x2=b2|L4_x3=b5,4,69,0,69,L1_group=A|L2_x1=b3|L3_x2=b2,True,L1_group=A,0
L1_group=A|L2_x1=b3|L3_x2=b3|L4_x3=b1,4,92,0,92,L1_group=A|L2_x1=b3|L3_x2=b3,True,L1_group=A|L2_x1=b3|L3_x2=b3,0
