bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_group=D|L2_x1=low,0.8125854993160054,0.9152542372881356,0.8608695652173913,0.7736521857882039,0.8937313287342876,0.5839962871777901,0.5742615099369954,0.2774151436031332,0.12304177545691906,0.7157310704960835,3064,0.4,0.2
L1_group=A|L2_x1=mid,0.6410256410256411,0.29069767441860467,0.4000000000000001,0.6435325424506101,0.9410941214805517,0.42370654785625844,0.39171497266319744,0.06395939086294417,0.03248730964467005,0.009898477157360405,3940,0.4,0.2
L1_group=C|L2_x1=mid,0.6933461909353905,0.7125867195242814,0.7028347996089931,0.8006210908545777,0.897702539886123,0.5959983342772627,0.5958951176277583,0.30802069857697284,0.1446313065976714,0.2683053040103493,3865,0.4,0.2
L1_group=D|L2_x1=high,0.783531848783014,0.8910482921083628,0.8338385230090934,0.7977165081475336,0.8939258766866086,0.6109566190225654,0.6037528833736083,0.29884318766066836,0.13688946015424164,0.6205012853470437,3112,0.4,0.2
L1_group=C|L2_x1=high,0.6967559943582511,0.7201166180758017,0.7082437275985662,0.8158741742249127,0.9183781315943675,0.6243751194816232,0.6242343314910619,0.24863738377685154,0.13850593138826547,0.22731644757935235,3119,0.4,0.2
L1_group=C|L2_x1=low,0.7495256166982922,0.7790927021696252,0.7640232108317214,0.8261457747159365,0.9141268163103675,0.6460303450461633,0.6457579526079151,0.2900516795865633,0.14502583979328165,0.3404392764857881,3096,0.4,0.2
L1_group=A|L2_x1=high,0.5517241379310345,0.32,0.4050632911392405,0.6577785372522215,0.9448188653451812,0.41286780398544937,0.39763311570860105,0.04401881720430108,0.023185483870967742,0.009744623655913979,2976,0.4,0.2
L1_group=D|L2_x1=mid,0.7982919886132575,0.9012855831037649,0.8466681043778306,0.7935813602662587,0.895489235146095,0.6094833783487102,0.6018920072938037,0.28040990151716794,0.1333510779877562,0.6545115783870109,3757,0.4,0.2
L1_group=B|L2_x1=mid,0.7085714285714285,0.5462555066079295,0.6169154228855722,0.758140976930177,0.9222511621645063,0.5792205221986427,0.5731733081156125,0.1982110448535131,0.0850401866735805,0.09074410163339383,3857,0.4,0.2
L1_group=B|L2_x1=high,0.7045454545454546,0.5308219178082192,0.60546875,0.7537118948292356,0.9345961912088131,0.5771578414450457,0.5703497394967298,0.15553745928338764,0.07133550488599348,0.07166123778501629,3070,0.4,0.2
L1_group=B|L2_x1=low,0.690537084398977,0.5708245243128964,0.625,0.7618714061253198,0.9138991946430188,0.5670744357313439,0.5636051708829328,0.23841603680578377,0.10976010515938218,0.12849162011173185,3043,0.4,0.2
L1_group=A|L2_x1=low,0.6507936507936508,0.36936936936936937,0.4712643678160919,0.6810057549187984,0.9426978818283166,0.4767111421899169,0.4571946087049171,0.07884553369880684,0.04643663334408255,0.020316027088036117,3101,0.4,0.2
L1_group=D,0.7987239860246088,0.9029709771595398,0.8476543607931646,0.7902932744678477,0.8949483401880203,0.6048211154203278,0.5968194182613816,0.2852612503775295,0.13127957314003827,0.662740360414779,9933,0.4,0.2
L1_group=A,0.6259541984732825,0.3319838056680162,0.4338624338624339,0.6634842262731073,0.9443815033213298,0.44632956902952114,0.42401830125490636,0.06264350603973246,0.034042128381751025,0.013077767794748927,10017,0.4,0.2
L1_group=C,0.7153571428571428,0.7393872277593208,0.7271737157378834,0.815630393149773,0.9104344197244407,0.6247867556833898,0.6246253746253747,0.2841269841269841,0.14285714285714285,0.2777777777777778,10080,0.4,0.2
L1_group=B,0.700312174817898,0.5520918785890074,0.6174311926605505,0.7595906770387615,0.9242349802000831,0.5763015587243994,0.5712089338098675,0.1973420260782347,0.08836509528585758,0.09638916750250752,9970,0.4,0.2
