model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.6364877829638376,0.9128242790272226,0.7499958573695408,0.8695306890739474,0.9468337429395431,0.6673096996233089,0.6456123900720694,0.11807000000000001,0.272365,0.21073749999999997
LogReg,0.7121632877993724,0.8613549512582784,0.7796725541188689,0.8726576234099607,0.9489685048444916,0.702682346125323,0.6966574905904277,0.0,,0.22565500000000002
RandomForest,0.6766451289112484,0.8677961074763207,0.7603790646160833,0.864788867810329,0.939950348410072,0.6768905494282554,0.6667777033973696,0.0,,0.23584999999999998
KNN,0.5563206420665496,0.8212878599322225,0.6633171134769975,0.8014971441094676,0.8770441342661801,0.541081851437322,0.5203702445973473,0.0,,0.34241
XGBoost,0.7118672596112827,0.8567941010944462,0.7776237193967578,0.8706038515511076,0.9473499777665285,0.6997800364967431,0.6940944732258134,0.0,,0.229875
