bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
ROOT,L1,,22399,9599,0.2508147685164516,0.25075528700906347,0.3,0.1,0.21007396603812897,0.7743732590529248,0.7001343183344526,0.8662235147486498,0.1473070111469945,0.3102406500677154,False,9599,160000,0.24995625,0.7900361177747699,0.9475663768957152,f1_regret_bnd,0.4906457874412985,-0.20791666666666667,0.6985624541079651,False,ROOT,,,,,,,1,0.24995625
L1_group=C,L1,ROOT,5588,2443,0.2625268432355046,0.267294310274253,0.3,0.1,0.2949242734343021,0.714395688991532,0.718266253869969,0.7105666156202144,0.16004911993450677,0.264428980761359,True,2443,40165,0.26973733349931533,0.7281883357430681,0.9073635220341014,f1_regret_bnd,0.33944685558997656,0.4906457874412985,-0.15119893185132194,True,ROOT,,,,,,,1,0.26973733349931533
L1_group=B,L1,ROOT,5627,2380,0.12066820685978319,0.11932773109243698,0.3,0.1,0.20546218487394957,0.6050096339113681,0.6680851063829787,0.5528169014084507,0.08319327731092437,0.09873949579831932,True,2380,40049,0.12087692576593673,0.7239275346736911,0.9154761584775831,f1_regret_bnd,0.3579508103819563,0.4906457874412985,-0.1326949770593422,True,ROOT,,,,,,,1,0.12087692576593673
L1_group=A,L1,ROOT,5602,2377,0.024812566940378436,0.023559108119478336,0.3,0.1,0.06373580143037443,0.35000000000000003,0.5833333333333334,0.25,0.030710980227177113,0.010096760622633571,True,2377,39904,0.02410785886126704,0.6109974149073676,0.9370499169077369,f1_regret_bnd,0.27090870845603704,0.4906457874412985,-0.21973707898526146,True,ROOT,,,,,,,1,0.02410785886126704
L1_group=D,L1,ROOT,5578,2396,0.5774471136608104,0.595575959933222,0.3,0.1,0.2929883138564274,0.839413782351107,0.7561797752808989,0.9432375613174492,0.1548414023372287,0.7429048414023373,True,2396,39882,0.5856276014242014,0.5918458188424192,0.8902067816393697,f1_regret_bnd,0.46900476732606533,0.4906457874412985,-0.021641020115233167,True,ROOT,,,,,,,1,0.5856276014242014
L1_group=A|L2_x1=mid,L2,L1_group=A,10685,4571,0.02358446420215255,0.02384598556114636,0.4,0.2,0.0648654561365128,0.36601307189542487,0.6363636363636364,0.25688073394495414,0.0284401662655874,0.009625902428352658,False,4571,15256,0.0236628211851075,0.6155537690343327,0.9402600553501742,f1_regret_bnd,0.28692753262611836,0.27090870845603704,0.016018824170081325,False,L1_group=A|L2_x1=mid,,3810.0,0.02178477690288714,0.0,0.008923884514435695,0.05656167979002625,1,0.0236628211851075
L1_group=C|L2_x1=mid,L2,L1_group=C,10677,4571,0.27179919453029877,0.26055567709472766,0.3,0.1,0.2997155983373441,0.7119901112484549,0.6990291262135923,0.72544080604534,0.15532706191205425,0.2704003500328156,True,4571,15248,0.2684286463798531,0.7307677403007765,0.9035008619875895,f1_regret_bnd,0.33461098195508365,0.33944685558997656,-0.0048358736348929066,True,ROOT,,3965.0,0.2693568726355612,0.0,0.3301387137452711,0.30706179066834804,1,0.2684286463798531
L1_group=D|L2_x1=mid,L2,L1_group=D,10591,4637,0.579359833821169,0.5889583782618072,0.4,0.2,0.273452663359931,0.8537005163511189,0.8054563169860345,0.9080922738923471,0.13931421177485442,0.6640069010135864,False,4637,15228,0.5822826372471762,0.676763870419416,0.9000907923214978,f1_regret_bnd,0.5105907471037606,0.46900476732606533,0.04158597977769529,False,L1_group=D|L2_x1=mid,,3883.0,0.5900077259850631,0.0,0.6574813288694309,0.2639711563224311,1,0.5822826372471762
L1_group=B|L2_x1=mid,L2,L1_group=B,10574,4583,0.11547191223756384,0.12328169321405193,0.3,0.1,0.19157756927776565,0.6519524617996604,0.6264274061990212,0.679646017699115,0.14597425267292166,0.13375518219506874,False,4583,15157,0.11783334432935277,0.7426353532995327,0.9258042349251379,f1_regret_bnd,0.3873877661854339,0.3579508103819563,0.029436955803477605,False,L1_group=B|L2_x1=mid,,3780.0,0.12433862433862433,0.0,0.13915343915343914,0.2126984126984127,1,0.11783334432935277
L1_group=C|L2_x1=low,L2,L1_group=C,8675,3840,0.31953890489913545,0.30911458333333336,0.4,0.2,0.294140625,0.7568922305764411,0.7506213753106876,0.7632687447346251,0.15052083333333333,0.3143229166666667,False,3840,12515,0.3163403915301638,0.747446660343189,0.9117722430235075,f1_regret_bnd,0.3874911889097744,0.33944685558997656,0.04804433331979785,False,L1_group=C|L2_x1=low,,3043.0,0.3026618468616497,0.0,0.31416365428853105,0.3070982582977325,1,0.3163403915301638
L1_group=B|L2_x1=low,L2,L1_group=B,8815,3668,0.15882019285309132,0.14122137404580154,0.4,0.2,0.2202835332606325,0.6321138211382115,0.6673819742489271,0.6003861003861004,0.10305343511450382,0.12704471101417666,False,3668,12483,0.1536489625891212,0.7320978120978121,0.918121590978734,f1_regret_bnd,0.36030357032032706,0.3579508103819563,0.002352759938370752,False,L1_group=B|L2_x1=low,,3112.0,0.14106683804627249,0.0,0.12917737789203085,0.23296915167095117,1,0.1536489625891212
