model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.24504024589133308,0.6173489028615424,0.3508254484113817,0.6330744324765692,0.6843131016107968,0.19768809017349173,0.16435195623479285,0.129508,0.112869,0.6763484999999999
XGBoost,0.2770636640539502,0.4682214808161171,0.3481270056871326,0.621322577307151,0.6847985442325308,0.19981401521425085,0.18937768945985076,0.0,,0.604833
