model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.6680376522381308,0.7970933162940128,0.7268726398162875,0.8357230335515371,0.9271432748490934,0.634440431383105,0.6298971327383545,0.08636134459487753,0.24234501135698744,0.14376852866748074
LogReg,0.6792837776956373,0.6945555468841457,0.6867710542333872,0.7952348931831731,0.9067519619341204,0.5860582103999946,0.585946959403317,0.0,,0.1695970030737995
RandomForest,0.6761772052417035,0.716618784224971,0.6957825367484307,0.8038797804620001,0.905702616179503,0.5960431750266448,0.595576217771827,0.0,,0.16434529825248387
KNN,0.6305638962539113,0.6869025669541239,0.6574934921798058,0.7796163320207513,0.8689523043093246,0.5435729317054184,0.5426584325522121,0.0,,0.1857897428069584
XGBoost,0.7169832858330143,0.7441656586152625,0.7302962672603728,0.8254808875600584,0.9292647475215869,0.6428487300368669,0.6426336115408561,0.0,,0.14548085835510988
