model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.5689357590008954,0.7929697269516703,0.6623244794578254,0.8414083642145916,0.9274851495723173,0.6004502071932812,0.5880929291384099,0.07372262773722628,0.18248175182481755,0.22631792376317925
LogReg,0.7208616729851072,0.4522831897321735,0.5553330001778864,0.7100694084693309,0.8932815596668927,0.5130609332091108,0.49519226691822543,0.0,,0.36618004866180043
RandomForest,0.6778312913131158,0.6650781217792802,0.67106067322465,0.8035615135609004,0.925705250324736,0.6118174839206968,0.6115692344601775,0.0,,0.2562854825628548
KNN,0.6232715418132962,0.4528094982891536,0.5242996909523197,0.7013613673432999,0.8078942100960887,0.4609967848038538,0.45317383204147427,0.0,,0.381021897810219
XGBoost,0.6764677102135171,0.6760934987838562,0.6761048774859421,0.808397463062834,0.930427927988978,0.6169332686064186,0.616822205720617,0.0,,0.25060827250608275
