dataset,metric,n_buckets,better_ratio,non_worse_ratio,mean_gain,median_gain,min_gain,max_gain
Adult,BAC,184,0.32065217391304346,0.6467391304347826,0.005845425789697677,0.0,-0.07499999999999996,0.5
Bank,BAC,297,0.37373737373737376,0.7777777777777778,0.030103408089353148,0.0,-0.16666666666666674,0.5
Credit,BAC,35,0.5428571428571428,0.5428571428571428,0.004494581317130327,0.006971925576576721,-0.06209437798107753,0.06303063861203395
Diabetic,BAC,88,0.6022727272727273,0.7045454545454546,0.01754753278603942,0.021817997036825743,-0.1233108108108108,0.1542207792207792
Hospital,BAC,151,0.31125827814569534,0.423841059602649,-0.009409832044735415,-0.007850241545893755,-0.10184899845916795,0.09224598930481287
Shopper,BAC,105,0.0,1.0,0.0,0.0,0.0,0.0
Telco,BAC,119,0.18487394957983194,0.6554621848739496,0.001536895750919037,0.0,-0.16666666666666663,0.25
WeatherAUS,BAC,675,0.5837037037037037,0.6014814814814815,0.02071189183917194,0.024560238964487224,-0.19393939393939397,0.21519975031210992
