dataset,metric,gain
Bank,BAC,-0.020000000000000018
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.1428571428571428
Bank,BAC,0.0
Bank,BAC,0.21875
Bank,BAC,0.125
Bank,BAC,0.0
Bank,BAC,0.125
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.04545454545454536
Bank,BAC,-0.0625
Bank,BAC,0.0
Bank,BAC,0.125
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.0714285714285714
Bank,BAC,0.5
Bank,BAC,0.5
Bank,BAC,0.1282051282051282
Bank,BAC,0.007344238476544973
Bank,BAC,0.013070653000395449
Bank,BAC,0.001009630319975141
Bank,BAC,0.0226757369614512
Bank,BAC,-0.0011111111111111738
Bank,BAC,0.03140096618357502
Bank,BAC,0.021709816612729194
Bank,BAC,0.026345246661869437
Bank,BAC,0.06513292433537832
Bank,BAC,0.08585858585858586
Bank,BAC,-0.013513513513513487
Bank,BAC,-0.0021276595744681437
Bank,BAC,0.07142857142857162
Bank,BAC,0.0
Bank,BAC,-0.005494505494505475
Bank,BAC,-0.0035211267605632646
Bank,BAC,-0.0066225165562914245
Bank,BAC,-0.011363636363636243
Bank,BAC,-0.010714285714285676
Bank,BAC,0.0009476427386874153
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.125
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.006849315068493178
Bank,BAC,-0.03448275862068961
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.022727272727272818
Bank,BAC,0.0
Bank,BAC,0.09999999999999987
Bank,BAC,0.08148148148148149
Bank,BAC,-0.03571428571428581
Bank,BAC,0.0
Bank,BAC,0.25
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.03125
Bank,BAC,0.0
Bank,BAC,-0.0625
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.04166666666666685
Bank,BAC,-0.16666666666666674
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.05318704492102022
Bank,BAC,0.04071503209434235
Bank,BAC,0.06535205678761957
Bank,BAC,0.048737373737373746
Bank,BAC,0.05260852250099557
Bank,BAC,0.06382919958018007
Bank,BAC,0.06421356421356417
Bank,BAC,0.12686244871518038
Bank,BAC,-0.004761904761904745
Bank,BAC,0.12468281430219141
Bank,BAC,0.07714762301918265
Bank,BAC,0.16460055096418724
Bank,BAC,0.1097560975609756
Bank,BAC,-0.01412429378531077
Bank,BAC,0.06086519114688138
Bank,BAC,0.06613756613756616
Bank,BAC,0.21208708708708712
Bank,BAC,0.01972135007849285
Bank,BAC,0.0921259842519685
Bank,BAC,-0.042062193126022884
Bank,BAC,-0.014423076923076872
Bank,BAC,-0.02941176470588225
Bank,BAC,-0.018292682926829285
Bank,BAC,0.12698412698412698
Bank,BAC,-0.01538461538461533
Bank,BAC,0.0
Bank,BAC,0.09259259259259256
Bank,BAC,0.10227272727272729
Bank,BAC,0.11094224924012164
Bank,BAC,0.09180327868852456
Bank,BAC,0.060308555399719466
Bank,BAC,0.19166666666666676
Bank,BAC,0.0
Bank,BAC,0.5
Bank,BAC,0.0
Bank,BAC,-0.012820512820512775
Bank,BAC,0.028787878787878807
Bank,BAC,-0.030303030303030387
Bank,BAC,0.0
Bank,BAC,-0.0267857142857143
Bank,BAC,0.0
Bank,BAC,0.5
Bank,BAC,0.023076923076922995
Bank,BAC,0.0
Bank,BAC,-0.040000000000000036
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,-0.125
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.0
Bank,BAC,0.16666666666666674
Bank,BAC,0.0
Bank,BAC,-0.08333333333333326
Bank,BAC,-0.08333333333333326
Bank,BAC,0.0
Bank,BAC,0.004599565105222414
Bank,BAC,-0.0022522522522523403
Bank,BAC,0.01088660092108129
