dataset,metric,n_buckets,better_ratio,non_worse_ratio,mean_gain,median_gain,min_gain,max_gain
Adult,POS_coverage,184,0.06521739130434782,0.7228260869565217,-0.015261682975834103,0.0,-0.24390243902439024,0.2532188841201717
Bank,POS_coverage,297,0.3164983164983165,0.7710437710437711,0.010847178097842882,0.0,-0.3508771929824562,0.2678571428571428
Credit,POS_coverage,35,0.2571428571428571,0.7714285714285715,0.04132412056157598,0.0,-0.0066061106523534995,0.43750000000000006
Diabetic,POS_coverage,88,0.18181818181818182,0.9204545454545454,0.04349232520625054,0.0,-0.021970233876683197,0.7333333333333334
Hospital,POS_coverage,151,0.48344370860927155,0.8278145695364238,0.006922375791802543,0.0,-0.7945205479452055,0.3220338983050848
Shopper,POS_coverage,105,0.0,0.5047619047619047,-0.032391674323998886,0.0,-0.2,0.0
Telco,POS_coverage,119,0.07563025210084033,0.6974789915966386,-0.03220869650171911,0.0,-0.4651162790697675,0.367816091954023
WeatherAUS,POS_coverage,675,0.11555555555555555,0.8266666666666667,-0.0031732758424796365,0.0,-0.21153846153846154,0.23076923076923078
