dataset,metric,n_buckets,better_ratio,non_worse_ratio,mean_gain,median_gain,min_gain,max_gain
Adult,F1,184,0.32065217391304346,0.657608695652174,0.00904394144899876,0.0,-0.16666666666666663,0.6666666666666666
Bank,F1,297,0.3265993265993266,0.7575757575757576,0.025271349016967648,0.0,-0.5,1.0
Credit,F1,35,0.9428571428571428,0.9428571428571428,0.08139482450852603,0.08664434207618688,-0.0025393184796854706,0.1908889254025633
Diabetic,F1,88,0.8295454545454546,1.0,0.1546349480886678,0.14267735420534966,0.0,0.4
Hospital,F1,151,0.46357615894039733,0.5695364238410596,0.002385400180905769,0.0,-0.04036157241959226,0.08571428571428585
Shopper,F1,105,0.0,1.0,0.0,0.0,0.0,0.0
Telco,F1,119,0.23529411764705882,0.7899159663865546,0.01413908436037773,0.0,-0.20512820512820512,0.6666666666666666
WeatherAUS,F1,675,0.6044444444444445,0.6385185185185185,0.04873260514694357,0.020066889632107093,-0.23809523809523814,0.5454545454545455
