bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=top,145,65,0.42758620689655175,0.5538461538461539,0.35,0.15,0.23076923076923078,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.12307692307692308,0.5538461538461539,False,65,210,0.4666666666666667,,49.0,0.3877551020408163,0.0,0.5102040816326531,0.10204081632653061,3,0.4666666666666667
L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=mid,128,77,0.0703125,0.03896103896103896,0.35,0.15,0.05194805194805195,0.0,0.0,0.0,0.025974025974025976,0.0,False,77,205,0.05853658536585366,,62.0,0.03225806451612903,0.0,0.04838709677419355,0.016129032258064516,3,0.05853658536585366
L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=top,119,57,0.5546218487394958,0.5087719298245614,0.6,0.35,0.2236842105263158,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.15789473684210525,0.5087719298245614,False,57,176,0.5397727272727273,,46.0,0.5434782608695652,0.0,0.43478260869565216,0.32065217391304346,3,0.5397727272727273
L1_age=mid|L2_education=low,L2,L1_age=mid,124,49,0.016129032258064516,0.0,0.5,0.2,,,,,,,True,0,173,0.011560693641618497,L1_age=mid,,,,,,3,0.011560693641618497
L1_age=old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=low,116,50,0.02586206896551724,0.0,0.8,0.3,,,,,,,True,0,166,0.018072289156626505,L1_age=old|L2_education=low,46.0,0.10869565217391304,0.0,0.043478260869565216,0.09782608695652174,3,0.018072289156626505
L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=low,87,46,0.022988505747126436,0.021739130434782608,0.35,0.1,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,False,46,133,0.022556390977443608,,37.0,0.02702702702702703,0.0,0.0,0.04054054054054054,3,0.022556390977443608
L1_age=very_old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=top,91,35,0.4945054945054945,0.42857142857142855,0.6,0.25,0.2571428571428571,0.6666666666666667,0.8888888888888888,0.5333333333333333,0.42857142857142855,0.2571428571428571,False,35,126,0.47619047619047616,,27.0,0.5185185185185185,0.0,0.25925925925925924,0.4074074074074074,3,0.47619047619047616
L1_age=young|L2_education=low,L2,L1_age=young,92,32,0.03260869565217391,0.0,0.5,0.45,,,,,,,True,0,124,0.024193548387096774,L1_age=young,,,,,,3,0.024193548387096774
L1_age=mid|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=low,82,32,0.012195121951219513,0.0,0.5,0.2,,,,,,,True,0,114,0.008771929824561403,L1_age=mid,26.0,0.07692307692307693,0.0,0.0,0.11538461538461539,3,0.008771929824561403
L1_age=old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=top,68,33,0.4852941176470588,0.42424242424242425,0.45,0.25,0.10606060606060606,0.8750000000000001,0.7777777777777778,1.0,0.06060606060606061,0.5454545454545454,False,33,101,0.46534653465346537,,25.0,0.6,0.0,0.64,0.1,3,0.46534653465346537
L1_age=old|L2_education=low|L3_hours-per-week=others,L3,L1_age=old|L2_education=low,56,30,0.10714285714285714,0.06666666666666667,0.8,0.3,,,,,,,True,0,86,0.09302325581395349,L1_age=old|L2_education=low,,,,,,3,0.09302325581395349
L1_age=very_old|L2_education=low|L3_hours-per-week=others,L3,L1_age=very_old|L2_education=low,41,20,0.17073170731707318,0.25,0.35,0.2,,,,,,,True,0,61,0.19672131147540983,L1_age=very_old|L2_education=low,,,,,,3,0.19672131147540983
L1_age=mid|L2_education=top|L3_hours-per-week=others,L3,L1_age=mid|L2_education=top,39,20,0.20512820512820512,0.15,0.35,0.25,,,,,,,True,0,59,0.1864406779661017,L1_age=mid|L2_education=top,,,,,,3,0.1864406779661017
L1_age=mid|L2_education=low|L3_hours-per-week=others,L3,L1_age=mid|L2_education=low,42,17,0.023809523809523808,0.0,0.5,0.2,,,,,,,True,0,59,0.01694915254237288,L1_age=mid,,,,,,3,0.01694915254237288
L1_age=young|L2_education=others,L2,L1_age=young,29,14,0.10344827586206896,0.0,0.5,0.45,,,,,,,True,0,43,0.06976744186046512,L1_age=young,,,,,,3,0.06976744186046512
ROOT,L1,,3645,1562,0.23319615912208505,0.25480153649167736,0.35,0.25,0.14420614596670936,0.7309048178613394,0.6865342163355408,0.7814070351758794,0.056978233034571064,0.2900128040973111,False,1562,26049,0.24081538638719335,,,,,,,4,0.24081538638719335
L1_age=old,L1,ROOT,1242,598,0.3647342995169082,0.3277591973244147,0.35,0.25,0.1709866220735786,0.7475728155339806,0.7129629629629629,0.7857142857142857,0.07190635451505016,0.3612040133779264,False,598,8893,0.36455639266839085,,,,,,,4,0.36455639266839085
L1_age=mid,L1,ROOT,946,468,0.16701902748414377,0.17094017094017094,0.45,0.25,0.12980769230769232,0.6423357664233577,0.7719298245614035,0.55,0.07692307692307693,0.12179487179487179,False,468,6841,0.18374506651074404,,,,,,,4,0.18374506651074404
L1_age=very_old,L1,ROOT,726,309,0.3236914600550964,0.3106796116504854,0.5,0.25,0.17071197411003236,0.7444444444444444,0.7976190476190477,0.6979166666666666,0.18770226537216828,0.27184466019417475,False,309,5181,0.32522679019494305,,,,,,,4,0.32522679019494305
L1_age=young,L1,ROOT,823,325,0.02916160388821385,0.006153846153846154,0.55,0.5,0.004615384615384616,0.6666666666666666,1.0,0.5,0.0,0.003076923076923077,False,325,5134,0.01733541098558629,,,,,,,4,0.01733541098558629
L1_age=old|L2_education=high,L2,L1_age=old,589,251,0.38879456706281834,0.4302788844621514,0.45,0.15,0.2250996015936255,0.7488151658767772,0.7669902912621359,0.7314814814814815,0.20717131474103587,0.4103585657370518,False,251,4209,0.41720123544784987,,,,,,,4,0.41720123544784987
L1_age=mid|L2_education=high,L2,L1_age=mid,464,206,0.24568965517241378,0.25728155339805825,0.65,0.25,0.18446601941747573,0.6436781609195401,0.8235294117647058,0.5283018867924528,0.1941747572815534,0.1650485436893204,False,206,3361,0.22909848259446594,,,,,,,4,0.22909848259446594
L1_age=old|L2_education=mid,L2,L1_age=old,463,203,0.21166306695464362,0.22167487684729065,0.35,0.15,0.1268472906403941,0.7586206896551724,0.7857142857142857,0.7333333333333333,0.21674876847290642,0.20689655172413793,False,203,3347,0.21750821631311623,,,,,,,4,0.21750821631311623
L1_age=mid|L2_education=mid,L2,L1_age=mid,401,169,0.07481296758104738,0.10650887573964497,0.35,0.2,0.09467455621301775,0.5384615384615385,0.875,0.3888888888888889,0.08875739644970414,0.047337278106508875,False,169,2870,0.0975609756097561,,,,,,,4,0.0975609756097561
L1_age=young|L2_education=high,L2,L1_age=young,361,203,0.0221606648199446,0.04433497536945813,0.6,0.45,0.050492610837438424,0.3636363636363636,1.0,0.2222222222222222,0.014778325123152709,0.009852216748768473,False,203,2580,0.023255813953488372,,,,,,,4,0.023255813953488372
L1_age=old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=high,1800,744,0.3877777777777778,0.3897849462365591,0.35,0.15,0.18615591397849462,0.7668231611893584,0.7020057306590258,0.8448275862068966,0.12365591397849462,0.46908602150537637,False,744,2544,0.38836477987421386,,667.0,0.34782608695652173,0.0,0.4272863568215892,0.21326836581709147,4,0.38836477987421386
L1_age=young|L2_education=mid,L2,L1_age=young,343,191,0.0058309037900874635,0.020942408376963352,0.35,0.25,0.02356020942408377,0.4,1.0,0.25,0.0,0.005235602094240838,False,191,2401,0.009995835068721367,,,,,,,4,0.009995835068721367
L1_age=very_old|L2_education=mid,L2,L1_age=very_old,320,138,0.225,0.2028985507246377,0.45,0.25,0.1539855072463768,0.5957446808510638,0.7368421052631579,0.5,0.21739130434782608,0.13768115942028986,False,138,2300,0.21,,,,,,,4,0.21
L1_age=old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=mid,1514,667,0.2120211360634082,0.22038980509745126,0.35,0.25,0.17503748125937033,0.6363636363636365,0.6546762589928058,0.6190476190476191,0.13043478260869565,0.20839580209895053,False,667,2181,0.21458046767537828,,532.0,0.18045112781954886,0.0,0.18984962406015038,0.16776315789473684,4,0.21458046767537828
L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=high,1418,643,0.1995768688293371,0.18195956454121306,0.4,0.25,0.1423017107309487,0.6343612334801763,0.6545454545454545,0.6153846153846154,0.1026438569206843,0.17107309486780714,False,643,2061,0.19408054342552158,,523.0,0.25430210325047803,0.0,0.23135755258126195,0.18021032504780116,4,0.19408054342552158
L1_age=very_old|L2_education=high,L2,L1_age=very_old,267,105,0.39325842696629215,0.4095238095238095,0.4,0.2,0.23809523809523808,0.7254901960784315,0.6271186440677966,0.8604651162790697,0.09523809523809523,0.5619047619047619,False,105,1876,0.4157782515991471,,,,,,,4,0.4157782515991471
L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=mid,1323,549,0.08616780045351474,0.08561020036429873,0.35,0.25,0.07877959927140255,0.5217391304347826,0.8181818181818182,0.3829787234042553,0.04189435336976321,0.04007285974499089,False,549,1872,0.0860042735042735,,449.0,0.08463251670378619,0.0,0.035634743875278395,0.10523385300668152,4,0.0860042735042735
L1_age=very_old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=mid,937,403,0.23372465314834578,0.20099255583126552,0.4,0.3,0.1780397022332506,0.5889570552147239,0.5853658536585366,0.5925925925925926,0.13647642679900746,0.20347394540942929,False,403,1340,0.22388059701492538,,314.0,0.23248407643312102,0.0,0.20382165605095542,0.2125796178343949,4,0.22388059701492538
L1_age=old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=high,865,366,0.5491329479768786,0.5546448087431693,0.4,0.25,0.2103825136612022,0.8072562358276645,0.7478991596638656,0.8768472906403941,0.10382513661202186,0.6502732240437158,False,366,1231,0.5507717303005687,,337.0,0.5252225519287834,0.0,0.6350148367952523,0.2403560830860534,4,0.5507717303005687
L1_age=young|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=high,823,360,0.006075334143377886,0.002777777777777778,0.35,0.3,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,False,360,1183,0.00507185122569738,,333.0,0.0,0.0,0.0,0.0,4,0.00507185122569738
L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=high,810,350,0.03209876543209877,0.02857142857142857,0.45,0.4,0.025,0.588235294117647,0.7142857142857143,0.5,0.008571428571428572,0.02,False,350,1160,0.03103448275862069,,249.0,0.04819277108433735,0.0,0.024096385542168676,0.045180722891566265,4,0.03103448275862069
L1_age=young|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=mid,840,306,0.008333333333333333,0.0196078431372549,0.35,0.3,0.0196078431372549,0.5,1.0,0.3333333333333333,0.0,0.006535947712418301,False,306,1146,0.011343804537521814,,292.0,0.00684931506849315,0.0,0.003424657534246575,0.005136986301369863,4,0.011343804537521814
L1_age=old|L2_education=top,L2,L1_age=old,206,84,0.6262135922330098,0.6428571428571429,0.55,0.25,0.14285714285714285,0.8828828828828829,0.8596491228070176,0.9074074074074074,0.11904761904761904,0.6785714285714286,False,84,1081,0.6873265494912119,,,,,,,4,0.6873265494912119
L1_age=young|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=mid,742,304,0.0,0.003289473684210526,0.35,0.05,0.004934210526315789,0.0,0.0,0.0,0.0,0.0,False,304,1046,0.0009560229445506692,,247.0,0.0,0.0,0.0,0.004048582995951417,4,0.0009560229445506692
L1_age=very_old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=high,684,313,0.4298245614035088,0.46325878594249204,0.35,0.3,0.20207667731629392,0.7838616714697407,0.6732673267326733,0.9379310344827586,0.01597444089456869,0.645367412140575,False,313,997,0.440320962888666,,247.0,0.4291497975708502,0.0,0.5789473684210527,0.2074898785425101,4,0.440320962888666
L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=high,607,271,0.3542009884678748,0.36531365313653136,0.6,0.15,0.23985239852398524,0.6744186046511629,0.7945205479452054,0.5858585858585859,0.35793357933579334,0.2693726937269373,False,271,878,0.357630979498861,,222.0,0.36936936936936937,0.0,0.27927927927927926,0.24436936936936937,4,0.357630979498861
L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=mid,504,226,0.30158730158730157,0.33185840707964603,0.35,0.25,0.20353982300884957,0.7169811320754718,0.6785714285714286,0.76,0.13716814159292035,0.37168141592920356,False,226,730,0.31095890410958904,,186.0,0.3172043010752688,0.0,0.45161290322580644,0.20161290322580644,4,0.31095890410958904
L1_age=mid|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=mid,433,172,0.16397228637413394,0.19767441860465115,0.45,0.25,0.2180232558139535,0.3255813953488372,0.7777777777777778,0.20588235294117646,0.1744186046511628,0.05232558139534884,False,172,605,0.17355371900826447,,134.0,0.16417910447761194,0.0,0.03731343283582089,0.1865671641791045,4,0.17355371900826447
L1_age=very_old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=mid,425,172,0.08470588235294117,0.06976744186046512,0.4,0.25,0.08284883720930232,0.15384615384615385,1.0,0.08333333333333333,0.06395348837209303,0.005813953488372093,False,172,597,0.08040201005025126,,160.0,0.04375,0.0,0.03125,0.0578125,4,0.08040201005025126
L1_age=very_old|L2_education=top,L2,L1_age=very_old,154,190,0.5909090909090909,0.6421052631578947,0.35,0.25,0.1618421052631579,0.8582089552238806,0.7876712328767124,0.9426229508196722,0.06315789473684211,0.7684210526315789,False,190,592,0.6621621621621622,,,,,,,4,0.6621621621621622
L1_age=old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=top,384,155,0.6276041666666666,0.6064516129032258,0.55,0.25,0.17903225806451614,0.8497409326424871,0.8282828282828283,0.8723404255319149,0.1032258064516129,0.6387096774193548,False,155,539,0.62152133580705,,123.0,0.6666666666666666,0.0,0.7073170731707317,0.18495934959349594,4,0.62152133580705
L1_age=old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=top,313,134,0.7955271565495208,0.835820895522388,0.35,0.25,0.11753731343283583,0.9152542372881356,0.8709677419354839,0.9642857142857143,0.05223880597014925,0.9253731343283582,False,134,447,0.8076062639821029,,119.0,0.7899159663865546,0.0,0.9243697478991597,0.12394957983193278,4,0.8076062639821029
L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=high,327,113,0.5626911314984709,0.5132743362831859,0.7,0.4,0.23893805309734514,0.78,0.9285714285714286,0.6724137931034483,0.3274336283185841,0.37168141592920356,False,113,440,0.55,,103.0,0.5728155339805825,0.0,0.33980582524271846,0.2912621359223301,4,0.55
L1_age=very_old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=high,330,109,0.23030303030303031,0.21100917431192662,0.7,0.2,0.22477064220183487,0.4516129032258065,0.875,0.30434782608695654,0.1743119266055046,0.07339449541284404,False,109,439,0.2255125284738041,,107.0,0.21495327102803738,0.0,0.06542056074766354,0.1939252336448598,4,0.2255125284738041
L1_age=mid|L2_education=top,L2,L1_age=mid,82,154,0.3780487804878049,0.4805194805194805,0.45,0.2,0.17532467532467533,0.8243243243243243,0.8243243243243243,0.8243243243243243,0.14935064935064934,0.4805194805194805,False,154,437,0.4668192219679634,,,,,,,4,0.4668192219679634
L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=mid,309,127,0.0744336569579288,0.07874015748031496,0.35,0.25,0.047244094488188976,0.6666666666666666,0.6363636363636364,0.7,0.047244094488188976,0.08661417322834646,False,127,436,0.07568807339449542,,101.0,0.07920792079207921,0.0,0.04950495049504951,0.08415841584158416,4,0.07568807339449542
L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=high,283,151,0.2049469964664311,0.2119205298013245,0.4,0.25,0.12251655629139073,0.7333333333333334,0.7857142857142857,0.6875,0.07947019867549669,0.18543046357615894,False,151,434,0.2073732718894009,,115.0,0.2608695652173913,0.0,0.20869565217391303,0.11739130434782609,4,0.2073732718894009
L1_age=mid|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=high,300,122,0.14666666666666667,0.09836065573770492,0.65,0.15,0.09221311475409837,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.16393442622950818,0.04918032786885246,False,122,422,0.13270142180094788,,112.0,0.08035714285714286,0.0,0.017857142857142856,0.08258928571428571,4,0.13270142180094788
L1_age=very_old|L2_education=low,L2,L1_age=very_old,172,128,0.08139534883720931,0.0625,0.4,0.35,0.05859375,0.5454545454545454,1.0,0.375,0.0,0.0234375,False,128,413,0.07263922518159806,,,,,,,4,0.07263922518159806
L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=mid,259,134,0.03861003861003861,0.029850746268656716,0.35,0.15,0.020522388059701493,0.6666666666666666,1.0,0.5,0.05223880597014925,0.014925373134328358,False,134,393,0.035623409669211195,,77.0,0.03896103896103896,0.0,0.03896103896103896,0.016233766233766232,4,0.035623409669211195
L1_age=very_old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=mid,243,120,0.40329218106995884,0.30833333333333335,0.55,0.45,0.2604166666666667,0.5846153846153848,0.6785714285714286,0.5135135135135135,0.11666666666666667,0.23333333333333334,False,120,363,0.371900826446281,,88.0,0.3409090909090909,0.0,0.23863636363636365,0.3494318181818182,4,0.371900826446281
L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=top,166,92,0.6686746987951807,0.6304347826086957,0.35,0.25,0.1793478260869565,0.8437500000000001,0.7714285714285715,0.9310344827586207,0.06521739130434782,0.7608695652173914,False,92,258,0.6550387596899225,,65.0,0.6923076923076923,0.0,0.8,0.17692307692307693,4,0.6550387596899225
L1_age=old|L2_education=low,L2,L1_age=old,81,79,0.08641975308641975,0.05063291139240506,0.35,0.2,0.0379746835443038,0.6666666666666666,1.0,0.5,0.0,0.02531645569620253,False,79,256,0.05859375,,,,,,,4,0.05859375
L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=high,176,61,0.07954545454545454,0.06557377049180328,0.5,0.05,0.06967213114754098,0.4,1.0,0.25,0.18032786885245902,0.01639344262295082,False,61,237,0.0759493670886076,,54.0,0.09259259259259259,0.0,0.037037037037037035,0.09722222222222222,4,0.0759493670886076
L1_age=very_old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=low,141,69,0.07801418439716312,0.057971014492753624,0.35,0.2,0.06159420289855073,0.4,1.0,0.25,0.043478260869565216,0.014492753623188406,False,69,210,0.07142857142857142,,51.0,0.0784313725490196,0.0,0.0784313725490196,0.058823529411764705,4,0.07142857142857142
L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=mid,139,70,0.05755395683453238,0.02857142857142857,0.35,0.15,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,False,70,209,0.04784688995215311,,58.0,0.06896551724137931,0.0,0.017241379310344827,0.08620689655172414,4,0.04784688995215311
L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=top,143,64,0.7692307692307693,0.75,0.35,0.3,0.1015625,0.923076923076923,0.8571428571428571,1.0,0.03125,0.875,False,64,207,0.7632850241545893,,71.0,0.7605633802816901,0.0,0.9154929577464789,0.11619718309859155,4,0.7632850241545893
L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=top,142,65,0.47183098591549294,0.4461538461538462,0.35,0.3,0.1076923076923077,0.8524590163934426,0.8125,0.896551724137931,0.06153846153846154,0.49230769230769234,False,65,207,0.463768115942029,,52.0,0.40384615384615385,0.0,0.5384615384615384,0.1875,4,0.463768115942029
L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=top,108,70,0.5462962962962963,0.5857142857142857,0.45,0.15,0.22857142857142856,0.8095238095238095,0.7906976744186046,0.8292682926829268,0.21428571428571427,0.6142857142857143,False,70,178,0.5617977528089888,,44.0,0.45454545454545453,0.0,0.5909090909090909,0.2897727272727273,4,0.5617977528089888
L1_age=mid|L2_education=low,L2,L1_age=mid,113,60,0.017699115044247787,0.016666666666666666,0.5,0.45,0.025,0.0,0.0,0.0,0.0,0.0,False,60,173,0.017341040462427744,,,,,,,4,0.017341040462427744
L1_age=old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=low,119,52,0.03361344537815126,0.038461538461538464,0.35,0.2,0.028846153846153848,0.6666666666666666,1.0,0.5,0.0,0.019230769230769232,False,52,171,0.03508771929824561,,41.0,0.04878048780487805,0.0,0.07317073170731707,0.07317073170731707,4,0.03508771929824561
L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=low,93,42,0.010752688172043012,0.047619047619047616,0.35,0.1,0.05357142857142857,0.0,0.0,0.0,0.023809523809523808,0.0,False,42,135,0.022222222222222223,,35.0,0.02857142857142857,0.0,0.0,0.05,4,0.022222222222222223
L1_age=very_old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=top,93,34,0.5268817204301075,0.47058823529411764,0.5,0.25,0.18382352941176472,0.7741935483870969,0.8,0.75,0.23529411764705882,0.4411764705882353,False,34,127,0.5118110236220472,,26.0,0.34615384615384615,0.0,0.19230769230769232,0.28846153846153844,4,0.5118110236220472
L1_age=young|L2_education=low,L2,L1_age=young,90,24,0.022222222222222223,0.0,0.55,0.5,,,,,,,True,0,114,0.017543859649122806,L1_age=young,,,,,,4,0.017543859649122806
L1_age=mid|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=low,75,35,0.02666666666666667,0.0,0.5,0.45,,,,,,,True,0,110,0.01818181818181818,L1_age=mid|L2_education=low,30.0,0.03333333333333333,0.0,0.0,0.05,4,0.01818181818181818
L1_age=old|L2_education=top|L3_hours-per-week=others,L3,L1_age=old|L2_education=top,68,27,0.4411764705882353,0.6296296296296297,0.55,0.25,,,,,,,True,0,95,0.49473684210526314,L1_age=old|L2_education=top,,,,,,4,0.49473684210526314
L1_age=old|L2_education=low|L3_hours-per-week=others,L3,L1_age=old|L2_education=low,58,27,0.1206896551724138,0.07407407407407407,0.35,0.2,,,,,,,True,0,85,0.10588235294117647,L1_age=old|L2_education=low,,,,,,4,0.10588235294117647
L1_age=very_old|L2_education=low|L3_hours-per-week=others,L3,L1_age=very_old|L2_education=low,51,17,0.19607843137254902,0.11764705882352941,0.4,0.35,,,,,,,True,0,68,0.17647058823529413,L1_age=very_old|L2_education=low,,,,,,4,0.17647058823529413
L1_age=mid|L2_education=low|L3_hours-per-week=others,L3,L1_age=mid|L2_education=low,38,25,0.0,0.04,0.5,0.45,,,,,,,True,0,63,0.015873015873015872,L1_age=mid|L2_education=low,,,,,,4,0.015873015873015872
L1_age=mid|L2_education=top|L3_hours-per-week=others,L3,L1_age=mid|L2_education=top,33,19,0.12121212121212122,0.21052631578947367,0.45,0.2,,,,,,,True,0,52,0.15384615384615385,L1_age=mid|L2_education=top,,,,,,4,0.15384615384615385
L1_age=young|L2_education=others,L2,L1_age=young,28,11,0.10714285714285714,0.0,0.55,0.5,,,,,,,True,0,39,0.07692307692307693,L1_age=young,,,,,,4,0.07692307692307693
ROOT,L1,,3645,1561,0.23758573388203016,0.2524023062139654,0.35,0.2,0.1420563741191544,0.7407407407407407,0.6997742663656885,0.7868020304568528,0.08712363869314542,0.2837924407431134,False,1561,26049,0.24081538638719335,,,,,,,5,0.24081538638719335
L1_age=old,L1,ROOT,1246,606,0.35553772070626005,0.3102310231023102,0.45,0.25,0.16336633663366337,0.7427055702917772,0.7407407407407407,0.7446808510638298,0.14026402640264027,0.3118811881188119,False,606,8958,0.3588970752400089,,,,,,,5,0.3588970752400089
L1_age=mid,L1,ROOT,952,450,0.19957983193277312,0.18888888888888888,0.5,0.3,0.11777777777777777,0.6993006993006994,0.8620689655172413,0.5882352941176471,0.07555555555555556,0.1288888888888889,False,450,6799,0.1891454625680247,,,,,,,5,0.1891454625680247
L1_age=very_old,L1,ROOT,720,308,0.32083333333333336,0.2922077922077922,0.65,0.25,0.1956168831168831,0.6805555555555556,0.9074074074074074,0.5444444444444444,0.2987012987012987,0.17532467532467533,False,308,5159,0.3254506687342508,,,,,,,5,0.3254506687342508
L1_age=young,L1,ROOT,805,341,0.017391304347826087,0.008797653958944282,0.55,0.5,0.013196480938416423,0.0,0.0,0.0,0.0,0.0,False,341,5133,0.018118059614260665,,,,,,,5,0.018118059614260665
L1_age=old|L2_education=high,L2,L1_age=old,591,263,0.38747884940778343,0.3650190114068441,0.45,0.4,0.18346007604562736,0.7669902912621359,0.7181818181818181,0.8229166666666666,0.03802281368821293,0.41825095057034223,False,263,4283,0.4048564090590707,,,,,,,5,0.4048564090590707
L1_age=mid|L2_education=high,L2,L1_age=mid,479,199,0.24217118997912318,0.2864321608040201,0.35,0.15,0.17964824120603015,0.6788990825688075,0.7115384615384616,0.6491228070175439,0.1708542713567839,0.2613065326633166,False,199,3400,0.2373529411764706,,,,,,,5,0.2373529411764706
L1_age=old|L2_education=mid,L2,L1_age=old,460,197,0.20434782608695654,0.22842639593908629,0.4,0.25,0.19796954314720813,0.5952380952380952,0.6410256410256411,0.5555555555555556,0.15228426395939088,0.19796954314720813,False,197,3301,0.21538927597697669,,,,,,,5,0.21538927597697669
L1_age=mid|L2_education=mid,L2,L1_age=mid,383,170,0.08877284595300261,0.10588235294117647,0.45,0.25,0.08823529411764706,0.56,1.0,0.3888888888888889,0.10588235294117647,0.041176470588235294,False,170,2777,0.09758732445084624,,,,,,,5,0.09758732445084624
L1_age=old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=high,1796,782,0.3730512249443207,0.3695652173913043,0.45,0.3,0.16144501278772377,0.7946577629382303,0.7677419354838709,0.8235294117647058,0.1010230179028133,0.39641943734015345,False,782,2578,0.37199379363847945,,633.0,0.41232227488151657,0.0,0.4470774091627172,0.19391785150078988,5,0.37199379363847945
L1_age=young|L2_education=high,L2,L1_age=young,360,204,0.027777777777777776,0.029411764705882353,0.35,0.3,0.01838235294117647,0.7272727272727272,0.8,0.6666666666666666,0.0,0.024509803921568627,False,204,2548,0.02511773940345369,,,,,,,5,0.02511773940345369
L1_age=young|L2_education=mid,L2,L1_age=young,341,197,0.005865102639296188,0.01015228426395939,0.6,0.35,0.01649746192893401,0.0,0.0,0.0,0.005076142131979695,0.0,False,197,2433,0.009453349773941636,,,,,,,5,0.009453349773941636
L1_age=very_old|L2_education=mid,L2,L1_age=very_old,321,134,0.19937694704049844,0.19402985074626866,0.7,0.3,0.15671641791044777,0.5555555555555556,1.0,0.38461538461538464,0.208955223880597,0.07462686567164178,False,134,2285,0.20700218818380745,,,,,,,5,0.20700218818380745
