bucket_id,parent_id,level,n_train,n_val,BAC,F1,AUC,Regret,BND_ratio,POS_coverage,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,cluster_label,intra_cluster_avg_distance,merge_height
L1_Location=BadgerysCreek,ROOT,1,355,269,0.6405157953592395,0.6212121212121213,0.8355465473860776,0.3736059479553903,0.1970260223048327,0.2193308550185873,f1_regret_bnd,0.1490931621043146,0.3064018987932031,-0.1573087366888884,True,ROOT,0,3.7479684346536204,3.7479684346536204
L1_Location=Ballarat,ROOT,1,354,289,0.6260524611398963,0.7,0.857566925734024,0.3546712802768166,0.2768166089965398,0.2906574394463668,f1_regret_bnd,0.2069204152249134,0.3064018987932031,-0.0994814835682896,True,ROOT,0,3.7479684346536204,3.7479684346536204
L1_Location=Launceston,ROOT,1,355,262,0.7626404494382022,0.7199999999999999,0.877541466024612,0.3244274809160305,0.0687022900763358,0.3473282442748092,f1_regret_bnd,0.3612213740458014,0.3064018987932031,0.0548194752525982,False,L1_Location=Launceston,1,,6.32081740068799
