bucket_id,parent_id,level,n_train,n_val,BAC,F1,AUC,Regret,BND_ratio,POS_coverage,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,cluster_label,intra_cluster_avg_distance,merge_height
L1_age=mid_age|L2_medical_specialty=InternalMed|L3_time_in_hospital=mid_stay,L1_age=mid_age|L2_medical_specialty=InternalMed,3,186,87,0.4895273899033297,0.6262626262626263,0.677765843179377,0.5344827586206896,0.1839080459770115,0.7011494252873564,f1_regret_bnd,-0.000174155346569,0.0737577639751552,-0.0739319193217243,True,L1_age=mid_age|L2_medical_specialty=InternalMed,0,3.4231085597134863,3.4231085597134863
L1_age=mid_age|L2_medical_specialty=PrimaryCare|L3_time_in_hospital=short_stay,L1_age=mid_age|L2_medical_specialty=PrimaryCare,3,189,64,0.2692307692307692,0.5599999999999999,0.6255060728744939,0.5625,0.625,0.375,f1_regret_bnd,-0.315,0.1212121212121211,-0.4362121212121212,True,L1_age=mid_age|L2_medical_specialty=PrimaryCare,1,,6.948548610207476
L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,L1_age=young_old|L2_medical_specialty=InternalMed,3,185,75,0.5117521367521367,0.6666666666666666,0.663105413105413,0.4866666666666667,0.0533333333333333,0.92,f1_regret_bnd,0.1533333333333332,0.1400356159948195,0.0132977173385137,False,L1_age=young_old|L2_medical_specialty=InternalMed|L3_time_in_hospital=long_stay,0,3.4231085597134863,3.4231085597134863
