model,Precision,Recall,F1,BAC,AUC,MCC,Kappa,BND_ratio,POS_Coverage,Regret
BTTWD,0.5740685977608695,0.7685165891701724,0.6572053363533483,0.8018722394582241,0.8890145533331225,0.5493859155841754,0.5388520337285663,0.13523873970961958,0.2005513544942529,0.2840716200742421
LogReg,0.665849219385625,0.6005271778975078,0.6315001150869006,0.756720500220737,0.8700789940614826,0.5331414364223784,0.5319939902184754,0.0,,0.336226091667914
RandomForest,0.6909688156130482,0.623427790488843,0.6554597719946971,0.7714296222792424,0.8866154574113831,0.563604516800295,0.5624008812444986,0.0,,0.3157679541135644
KNN,0.634113085553319,0.6297649076192584,0.6319196611402977,0.7623787495629366,0.8539696643211994,0.5260460433787371,0.5260327485892891,0.0,,0.33046626193636847
XGBoost,0.6944244456346371,0.627286348315989,0.659144511468776,0.7737622857323814,0.8891441122041561,0.5681972631739536,0.5670095079321579,0.0,,0.31254696452016695
