bucket_id,Precision,Recall,F1,BAC,AUC,MCC,Kappa,Regret,BND_ratio,POS_Coverage,n_samples,alpha,beta
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_mid,0.9444444444444444,0.7391304347826086,0.8292682926829269,0.8432494279176201,0.9336384439359269,0.6904602208326344,0.6711409395973154,0.25,0.30952380952380953,0.42857142857142855,42,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.20588235294117646,0.058823529411764705,0.0,17,0.4,0.2
L1_Location=Adelaide|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=unknown|L5_Sunshine=sun_low,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03333333333333333,0.06666666666666667,0.9333333333333333,15,0.4,0.2
L1_Location=MountGinini|L2_RainToday=OTHER|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.8,0.0,0.0,0.5833333333333334,0.16666666666666666,0.0,6,0.4,0.2
L1_Location=OTHERS|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.45454545454545453,0.5555555555555556,0.5,0.6810035842293907,0.8745519713261649,0.3385508672269438,0.33554817275747506,0.3625,0.325,0.275,40,0.4,0.2
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=unknown|L5_Sunshine=sun_low,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,3,0.4,0.2
L1_Location=Dartmoor|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=unknown|L5_Sunshine=sun_mid,0.3333333333333333,1.0,0.5,0.9090909090909092,1.0,0.5222329678670935,0.4285714285714286,0.375,0.4166666666666667,0.25,12,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.5,0.0,1.0,2,0.4,0.2
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_high,0.0,0.0,0.0,1.0,,0.0,,0.16666666666666666,0.3333333333333333,0.0,3,0.4,0.2
L1_Location=WaggaWagga|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,3,0.4,0.2
L1_Location=AliceSprings|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_Location=SydneyAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.8181818181818182,0.9,0.8571428571428572,0.45,0.7,-0.13483997249264842,-0.125,0.25,0.08333333333333333,0.9166666666666666,12,0.4,0.2
L1_Location=Nuriootpa|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_Location=NorfolkIsland|L2_RainToday=OTHER|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,,0.0,,0.0,0.0,1.0,1,0.4,0.2
L1_Location=Albury|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.8125,0.7647058823529411,0.787878787878788,0.6948529411764706,0.8455882352941176,0.378726042189707,0.37722419928825623,0.34,0.28,0.64,25,0.4,0.2
L1_Location=OTHERS|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.5714285714285714,1.0,0.7272727272727273,0.75,0.7500000000000001,0.5345224838248488,0.44444444444444453,0.45,0.3,0.7,10,0.4,0.2
L1_Location=Ballarat|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=unknown|L5_Sunshine=unknown,1.0,0.5,0.6666666666666666,0.75,0.875,0.5,0.3999999999999999,0.75,0.3333333333333333,0.3333333333333333,6,0.4,0.2
L1_Location=PerthAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.75,1.0,0.8571428571428571,0.875,1.0,0.75,0.72,0.35714285714285715,0.42857142857142855,0.5714285714285714,7,0.4,0.2
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=sun_low,0.0,0.0,0.0,1.0,,0.0,,0.25,0.5,0.0,2,0.4,0.2
L1_Location=Witchcliffe|L2_RainToday=rain_today_yes|L3_Humidity3pm=unknown|L4_Cloud3pm=unknown|L5_Sunshine=unknown,1.0,0.8666666666666667,0.9285714285714286,0.9333333333333333,0.9333333333333333,0.7211102550927979,0.6842105263157895,0.3611111111111111,0.05555555555555555,0.7222222222222222,18,0.4,0.2
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,2,0.4,0.2
L1_Location=Nuriootpa|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=sun_low,0.0,0.0,0.0,0.5,0.33333333333333337,0.0,0.0,0.5909090909090909,0.09090909090909091,0.0,11,0.4,0.2
L1_Location=Canberra|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.45454545454545453,0.8636363636363635,-0.12309149097933272,-0.1142857142857141,0.3076923076923077,0.3076923076923077,0.07692307692307693,13,0.4,0.2
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.5,1.0,0.6666666666666666,0.9,1.0,0.6324555320336759,0.5714285714285714,0.16666666666666666,0.0,0.3333333333333333,6,0.4,0.2
L1_Location=MelbourneAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.8,1.0,0.888888888888889,0.625,0.8125,0.4472135954999579,0.33333333333333337,0.21875,0.0625,0.9375,16,0.4,0.2
L1_Location=Perth|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_mid,1.0,0.5,0.6666666666666666,0.75,0.8333333333333334,0.6708203932499369,0.6206896551724137,0.3181818181818182,0.09090909090909091,0.09090909090909091,11,0.4,0.2
L1_Location=Wollongong|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.6666666666666666,0.8,0.7272727272727272,0.788888888888889,0.7111111111111111,0.5594309277855158,0.5531914893617021,0.39285714285714285,0.42857142857142855,0.42857142857142855,14,0.4,0.2
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,0.0,0.0,0.0,0.4642857142857143,0.9285714285714286,-0.07142857142857142,-0.0714285714285714,0.13333333333333333,0.06666666666666667,0.06666666666666667,15,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,1.0,0.5,0.6666666666666666,0.75,1.0,0.5773502691896258,0.5,0.25,0.25,0.25,4,0.4,0.2
L1_Location=Cairns|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,2,0.4,0.2
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.8571428571428571,1.0,0.923076923076923,0.5,0.6851851851851852,0.0,0.0,0.14285714285714285,0.0,1.0,21,0.4,0.2
L1_Location=NorahHead|L2_RainToday=rain_today_no|L3_Humidity3pm=unknown|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.75,0.0,0.0,1.125,0.5,0.0,4,0.4,0.2
L1_Location=CoffsHarbour|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.6363636363636364,1.0,0.7777777777777778,0.5,1.0,0.0,0.0,0.36363636363636365,0.0,1.0,11,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,1.0,,0.0,,0.25,0.5,0.0,2,0.4,0.2
L1_Location=Cobar|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.8571428571428571,1.0,0.923076923076923,0.75,1.0,0.6546536707079772,0.6,0.1875,0.125,0.875,8,0.4,0.2
L1_Location=NorfolkIsland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_low,0.0,0.0,0.0,1.0,,0.0,,0.5,1.0,0.0,1,0.4,0.2
L1_Location=Mildura|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_mid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,7,0.4,0.2
L1_Location=MelbourneAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.4411764705882353,0.8823529411764706,-0.08574929257125441,-0.08000000000000007,0.16666666666666666,0.05555555555555555,0.1111111111111111,18,0.4,0.2
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_mid,0.8148148148148148,1.0,0.8979591836734693,0.6875,0.9034090909090908,0.5527707983925666,0.46808510638297873,0.21666666666666667,0.1,0.9,30,0.4,0.2
L1_Location=Townsville|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_mid,0.875,1.0,0.9333333333333333,0.75,0.8571428571428572,0.6614378277661476,0.6086956521739131,0.16666666666666666,0.1111111111111111,0.8888888888888888,9,0.4,0.2
L1_Location=Richmond|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.0,0.0,0.0,0.4318181818181818,0.6666666666666667,-0.18090680674665818,-0.16666666666666674,0.5892857142857143,0.21428571428571427,0.10714285714285714,28,0.4,0.2
L1_Location=CoffsHarbour|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,3,0.4,0.2
L1_Location=Cobar|L2_RainToday=rain_today_no|L3_Humidity3pm=unknown|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,6,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.75,1.0,0.8571428571428571,0.8333333333333333,0.6666666666666667,0.7071067811865476,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,6,0.4,0.2
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.75,0.5,0.0,2,0.4,0.2
L1_Location=OTHERS|L2_RainToday=OTHER|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,,0.0,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,6,0.4,0.2
L1_Location=PearceRAAF|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=unknown|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.4090909090909091,0.2727272727272727,0.0,11,0.4,0.2
L1_Location=Hobart|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.25,0.125,-0.31622776601683794,-0.21621621621621623,0.7222222222222222,0.4444444444444444,0.4444444444444444,9,0.4,0.2
L1_Location=Richmond|L2_RainToday=OTHER|L3_Humidity3pm=unknown|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,2,0.4,0.2
L1_Location=Bendigo|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,2,0.4,0.2
L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,8,0.4,0.2
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_high,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,5,0.4,0.2
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.3888888888888889,0.6666666666666667,-0.16666666666666666,-0.15384615384615374,0.5,0.5,0.2,10,0.4,0.2
L1_Location=OTHERS|L2_RainToday=rain_today_no|L3_Humidity3pm=unknown|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,17,0.4,0.2
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,7,0.4,0.2
L1_Location=Watsonia|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.7777777777777778,1.0,0.8750000000000001,0.6,0.8142857142857143,0.3944053188733077,0.26923076923076916,0.23684210526315788,0.05263157894736842,0.9473684210526315,19,0.4,0.2
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,13,0.4,0.2
L1_Location=MelbourneAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.3125,0.625,-0.25,-0.20000000000000018,0.5555555555555556,0.3333333333333333,0.3333333333333333,9,0.4,0.2
L1_Location=Albany|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,1.0,,0.0,,0.14285714285714285,0.2857142857142857,0.0,14,0.4,0.2
L1_Location=Brisbane|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.7333333333333333,1.0,0.846153846153846,0.5,0.5909090909090909,0.0,0.0,0.26666666666666666,0.0,1.0,15,0.4,0.2
L1_Location=Ballarat|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,0.25,0.5,-0.6123724356957946,-0.4285714285714286,1.2,0.4,0.2,5,0.4,0.2
L1_Location=PearceRAAF|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.5,0.8888888888888888,0.0,0.0,0.22727272727272727,0.2727272727272727,0.0,11,0.4,0.2
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,0.0,0.0,0.0,0.3333333333333333,0.33333333333333337,-0.3333333333333333,-0.33333333333333326,0.75,0.75,0.25,4,0.4,0.2
L1_Location=AliceSprings|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.5,0.0,1.0,2,0.4,0.2
L1_Location=Sydney|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.5,,0.0,0.0,0.5,0.0,0.5,2,0.4,0.2
L1_Location=Sydney|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=unknown|L5_Sunshine=sun_high,0.0,0.0,0.0,0.5,,0.0,0.0,0.5,0.0,0.5,4,0.4,0.2
L1_Location=WaggaWagga|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.8,0.3333333333333333,0.47058823529411764,0.6282051282051282,0.7884615384615384,0.32025630761017426,0.2622950819672131,0.52,0.44,0.2,25,0.4,0.2
L1_Location=Portland|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_low,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,2,0.4,0.2
L1_Location=Bendigo|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1,0.4,0.2
L1_Location=Albany|L2_RainToday=rain_today_no|L3_Humidity3pm=unknown|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.875,0.5833333333333334,0.7000000000000001,0.7785087719298246,0.8793859649122807,0.6489058009549222,0.6287128712871287,0.29,0.34,0.16,50,0.4,0.2
L1_Location=PerthAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=sun_high,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,10,0.4,0.2
L1_Location=PerthAirport|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_high,1.0,0.6,0.7499999999999999,0.8,1.0,0.6546536707079772,0.6,0.2,0.2,0.3,10,0.4,0.2
L1_Location=CoffsHarbour|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,0.4,0.8,-0.2,-0.19999999999999996,0.5,0.5,0.16666666666666666,6,0.4,0.2
L1_Location=Newcastle|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,0.14285714285714285,0.25,0.5714285714285714,0.5714285714285715,0.2672612419124244,0.13333333333333341,0.6923076923076923,0.9230769230769231,0.07692307692307693,13,0.4,0.2
L1_Location=Hobart|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=sun_low,0.3333333333333333,0.2,0.25,0.5444444444444444,0.6777777777777778,0.10886621079036346,0.10389610389610382,0.5,0.6521739130434783,0.13043478260869565,23,0.4,0.2
L1_Location=PerthAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,1.0,,0.0,,0.25,0.5,0.0,2,0.4,0.2
L1_Location=Launceston|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.42857142857142855,0.47619047619047616,0.0,21,0.4,0.2
L1_Location=Newcastle|L2_RainToday=OTHER|L3_Humidity3pm=unknown|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,3,0.4,0.2
L1_Location=Sale|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.45454545454545453,0.5909090909090908,-0.12309149097933272,-0.1142857142857141,0.5384615384615384,0.0,0.07692307692307693,13,0.4,0.2
L1_Location=Moree|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_high,0.0,0.0,0.0,1.0,,0.0,,0.08333333333333333,0.16666666666666666,0.0,12,0.4,0.2
L1_Location=Richmond|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.625,0.25,0.5,8,0.4,0.2
L1_Location=Nuriootpa|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_high,0.0,0.0,0.0,0.4166666666666667,0.33333333333333337,-0.16666666666666666,-0.16666666666666674,0.6428571428571429,0.14285714285714285,0.14285714285714285,7,0.4,0.2
L1_Location=Albury|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,11,0.4,0.2
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,2,0.4,0.2
L1_Location=CoffsHarbour|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.6666666666666666,1.0,0.8,0.5,0.75,0.0,0.0,0.3333333333333333,0.0,1.0,6,0.4,0.2
L1_Location=Cairns|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,,0.0,,0.0,0.0,1.0,4,0.4,0.2
L1_Location=MountGambier|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,0.4,0.6666666666666666,0.5,0.6458333333333333,0.5833333333333333,0.2608745973749754,0.2413793103448275,0.5454545454545454,0.45454545454545453,0.45454545454545453,11,0.4,0.2
L1_Location=MountGambier|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=unknown,1.0,0.5,0.6666666666666666,0.75,0.9642857142857143,0.6236095644623235,0.56,0.22727272727272727,0.2727272727272727,0.18181818181818182,11,0.4,0.2
L1_Location=Perth|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_mid,1.0,1.0,1.0,1.0,,0.0,,0.0,0.0,1.0,3,0.4,0.2
L1_Location=Canberra|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_mid,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.3,0.4,0.0,5,0.4,0.2
L1_Location=Nuriootpa|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.6666666666666666,1.0,0.8,0.5,0.875,0.0,0.0,0.3333333333333333,0.0,1.0,6,0.4,0.2
L1_Location=Cobar|L2_RainToday=rain_today_yes|L3_Humidity3pm=unknown|L4_Cloud3pm=cloud_mid|L5_Sunshine=unknown,0.0,0.0,0.0,0.3333333333333333,,0.0,0.0,0.8333333333333334,0.3333333333333333,0.6666666666666666,3,0.4,0.2
L1_Location=Mildura|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.46153846153846156,0.6153846153846154,-0.10482848367219183,-0.09756097560975618,0.5,0.4,0.06666666666666667,15,0.4,0.2
L1_Location=CoffsHarbour|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_mid,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.35714285714285715,0.6428571428571428,-0.3563483225498992,-0.31999999999999984,0.5454545454545454,0.18181818181818182,0.8181818181818182,11,0.4,0.2
L1_Location=Wollongong|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,6,0.4,0.2
L1_Location=PerthAirport|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,1.0,1.0,1.0,1.0,,0.0,,0.0,0.0,1.0,7,0.4,0.2
L1_Location=Cairns|L2_RainToday=OTHER|L3_Humidity3pm=hum_mid|L4_Cloud3pm=unknown|L5_Sunshine=unknown,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,2,0.4,0.2
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high|L4_Cloud3pm=cloud_high|L5_Sunshine=sun_low,0.6363636363636364,1.0,0.7777777777777778,0.6,0.9142857142857144,0.3567530340063379,0.22580645161290314,0.3333333333333333,0.0,0.9166666666666666,12,0.4,0.2
L1_Location=Cairns|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_mid|L5_Sunshine=sun_low,0.0,0.0,0.0,0.4166666666666667,0.33333333333333337,-0.16666666666666666,-0.16666666666666674,0.5714285714285714,0.7142857142857143,0.14285714285714285,7,0.4,0.2
L1_Location=WaggaWagga|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid|L4_Cloud3pm=cloud_low|L5_Sunshine=unknown,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.2,0.2,5,0.4,0.2
